payment_id,order_id,payment_type,installments,payment_value
PAY002081,O002081,credit_card,2,883.94
PAY002082,O002082,digital_wallet,1,628.96
PAY002083,O002083,debit_card,1,759.17
PAY002084,O002084,debit_card,1,1296.65
PAY002085,O002085,debit_card,1,393.78
PAY002086,O002086,CREDIT_CARD,1,135.33
PAY002087,O002087,credit_card,3,466.58
PAY002088,O002088,credit_card,1,365.34
PAY002089,O002089,bank_transfer,1,317.51
PAY002090,O002090,credit_card,3,442.14
PAY002091,O002091,debit_card,1,270.49
PAY002092,O002092,credit_card,12,1396.27
PAY002093,O002093,digital_wallet,1,393.86
PAY002094,O002094,credit_card,6,392.33
PAY002095,O002095,credit_card,3,481.92
PAY002096,O002096,debit_card,1,1580.86
PAY002097,O002097,credit_card,1,1391.5
PAY002098,O002098,credit_card,12,502.47
PAY002099,O002099,bank_transfer,1,302.86
PAY002100,O002100,debit_card,1,358.97
PAY002101,O002101,bank_transfer,1,150.01
PAY002102,O002102,credit_card,2,728.6
PAY002103,O002103,credit_card,6,340.09
PAY002104,O002104,credit_card,1,696.9
PAY002105,O002105,credit_card,2,51.28
PAY002106,O002106,bank_transfer,1,1309.76
PAY002107,O002107,credit_card,6,1374.43
PAY002108,O002108,credit_card,1,72.74
PAY002109,O002109,credit_card,3,103.43
PAY002110,O002110,credit_card,12,380.96
PAY002111,O002111,credit_card,12,1836.56
PAY002112,O002112,digital_wallet,1,1644.24
PAY002113,O002113,digital_wallet,1,1672.93
PAY002114,O002114,credit_card,1,45.7
PAY002115,O002115,bank_transfer,1,3061.21
PAY002116,O002116,credit_card,1,781.98
PAY002117,O002117,debit_card,1,231.86
PAY002118,O002118,credit_card,6,523.12
PAY002119,O002119,credit_card,3,548.75
PAY002120,O002120,credit_card,12,33.45
PAY002121,O002121,credit_card,1,885.84
PAY002122,O002122,debit_card,1,577.02
PAY002123,O002123,credit_card,1,342.47
PAY002124,O002124,credit_card,1,55.38
PAY002125,O002125,credit_card,2,336.52
PAY002126,O002126,debit_card,1,375.24
PAY002127,O002127,debit_card,1,2551.14
PAY002128,O002128,bank_transfer,1,722.84
PAY002129,O002129,credit_card,1,379.0
PAY002130,O002130,debit_card,1,9094.49
PAY002131,O002131,debit_card,1,297.67
PAY002132,O002132,digital_wallet,1,1262.21
PAY002133,O002133,debit_card,1,1108.01
PAY002134,O002134,debit_card,1,229.95
PAY002135,O002135,credit_card,2,45.21
PAY002136,O002136,bank_transfer,1,371.27
PAY002137,O002137,debit_card,1,4161.07
PAY002138,O002138,credit_card,6,659.1
PAY002139,O002139,debit_card,1,694.04
PAY002140,O002140,credit_card,6,691.08
PAY002141,O002141,credit_card,3,123.44
PAY002142,O002142,digital_wallet,1,395.48
PAY002143,O002143,credit_card,1,1295.32
PAY002144,O002144,digital_wallet,1,1153.52
PAY002145,O002145,credit_card,2,947.73
PAY002146,O002146,credit_card,1,185.78
PAY002147,O002147,digital_wallet,1,361.91
PAY002148,O002148,debit_card,1,778.48
PAY002149,O002149,credit_card,2,973.48
PAY002150,O002150,credit_card,1,665.73
PAY002151,O002151,credit_card,12,1345.98
PAY002152,O002152,credit_card,3,2695.79
PAY002153,O002153,debit_card,1,408.86
PAY002154,O002154,debit_card,1,242.37
PAY002155,O002155,CREDIT_CARD,6,1380.92
PAY002156,O002156,credit_card,2,1419.83
PAY002157,O002157,debit_card,1,38.07
PAY002158,O002158,digital_wallet,1,708.1
PAY002159,O002159,digital_wallet,1,2396.68
PAY002160,O002160,credit_card,12,970.88
PAY002161,O002161,debit_card,1,613.08
PAY002162,O002162,bank_transfer,1,2971.68
PAY002163,O002163,debit_card,1,920.08
PAY002164,O002164,bank_transfer,1,850.35
PAY002165,O002165,credit_card,3,846.26
PAY002166,O002166,credit_card,2,537.81
PAY002167,O002167,credit_card,12,16195.07
PAY002168,O002168,credit_card,1,238.55
PAY002169,O002169,credit_card,3,3400.15
PAY002170,O002170,debit_card,1,235.32
PAY002171,O002171,credit_card,3,1248.35
PAY002172,O002172,credit_card,12,1293.97
PAY002173,O002173,digital_wallet,1,1526.39
PAY002174,O002174,credit_card,1,2697.11
PAY002175,O002175,bank_transfer,1,2312.61
PAY002176,O002176,credit_card,2,845.21
PAY002177,O002177,credit_card,3,135.23
PAY002178,O002178,debit_card,1,850.86
PAY002179,O002179,debit_card,1,1070.29
PAY002180,O002180, credit_card ,2,880.23
PAY002181,O002181,credit_card,6,25.32
PAY002182,O002182,credit_card,1,3097.71
PAY002183,O002183,credit_card,3,388.17
PAY002184,O002184,credit_card,6,350.34
PAY002185,O002185,credit_card,1,946.84
PAY002186,O002186,debit_card,1,5025.44
PAY002187,O002187,credit_card,6,832.68
PAY002188,O002188,bank_transfer,1,785.56
PAY002189,O002189, digital_wallet ,1,125.66
PAY002190,O002190,credit_card,12,366.07
PAY002191,O002191,credit_card,2,364.93
PAY002192,O002192,credit_card,12,871.41
PAY002193,O002193,credit_card,6,830.36
PAY002194,O002194,DEBIT_CARD,1,763.92
PAY002195,O002195,digital_wallet,1,1246.97
PAY002196,O002196,credit_card,6,2756.29
PAY002197,O002197,digital_wallet,1,1674.57
PAY002198,O002198,credit_card,2,336.04
PAY002199,O002199,credit_card,1,2331.98
PAY002200,O002200,credit_card,2,311.44
PAY002201,O002201,digital_wallet,1,292.43
PAY002202,O002202,debit_card,1,1829.7
PAY002203,O002203,credit_card,1,962.28
PAY002204,O002204,debit_card,1,606.46
PAY002205,O002205,credit_card,2,749.73
PAY002206,O002206,credit_card,6,1525.94
PAY002207,O002207,credit_card,1,25.17
PAY002208,O002208, credit_card ,1,289.78
PAY002209,O002209,credit_card,3,864.5
PAY002210,O002210,bank_transfer,1,716.2
PAY002211,O002211,credit_card,1,199.38
PAY002212,O002212,credit_card,6,1526.48
PAY002213,O002213,credit_card,6,84.93
PAY002214,O002214,digital_wallet,1,148.31
PAY002215,O002215,debit_card,1,1019.4
PAY002216,O002216,debit_card,1,4315.76
PAY002217,O002217,bank_transfer,1,251.22
PAY002218,O002218,credit_card,1,225.42
PAY002219,O002219,bank_transfer,1,647.98
PAY002220,O002220,credit_card,12,1722.98
PAY002221,O002221,debit_card,1,2393.4
PAY002222,O002222,debit_card,1,495.16
PAY002223,O002223,credit_card,1,779.83
PAY002224,O002224,credit_card,1,42.91
PAY002225,O002225,credit_card,6,4171.99
PAY002226,O002226,digital_wallet,1,50.61
PAY002227,O002227,bank_transfer,1,819.04
PAY002228,O002228,credit_card,6,962.97
PAY002229,O002229,credit_card,2,1558.48
PAY002230,O002230,bank_transfer,1,263.18
PAY002231,O002231,bank_transfer,1,1602.63
PAY002232,O002232,debit_card,1,541.09
PAY002233,O002233,credit_card,2,1038.81
PAY002234,O002234,debit_card,1,965.56
PAY002235,O002235,bank_transfer,1,55.4
PAY002236,O002236,credit_card,12,160.28
PAY002237,O002237,bank_transfer,1,1007.52
PAY002238,O002238,credit_card,1,827.57
PAY002239,O002239,credit_card,1,1020.8
PAY002240,O002240,credit_card,2,118.06
PAY002241,O002241,credit_card,3,583.35
PAY002242,O002242,debit_card,1,450.75
PAY002243,O002243,credit_card,12,866.11
PAY002244,O002244,debit_card,1,780.32
PAY002245,O002245,bank_transfer,1,180.59
PAY002246,O002246,credit_card,1,1131.99
PAY002247,O002247,credit_card,1,485.88
PAY002248,O002248,credit_card,2,325.61
PAY002249,O002249,credit_card,1,2534.44
PAY002250,O002250,credit_card,6,233.48
PAY002251,O002251,credit_card,12,427.45
PAY002252,O002252,credit_card,1,2010.88
PAY002253,O002253,bank_transfer,1,812.24
PAY002254,O002254,credit_card,3,826.58
PAY002255,O002255,credit_card,1,1905.88
PAY002256,O002256,debit_card,1,61.87
PAY002257,O002257,bank_transfer,1,482.63
PAY002258,O002258,bank_transfer,1,117.57
PAY002259,O002259,CREDIT_CARD,3,796.45
PAY002260,O002260,bank_transfer,1,749.38
PAY002261,O002261,digital_wallet,1,77.24
PAY002262,O002262,credit_card,6,132.37
PAY002263,O002263,credit_card,2,2227.04
PAY002264,O002264,debit_card,1,109.04
PAY002265,O002265,debit_card,1,625.03
PAY002266,O002266,credit_card,6,125.79
PAY002267,O002267,debit_card,1,1241.06
PAY002268,O002268,debit_card,1,1356.14
PAY002269,O002269,credit_card,2,723.67
PAY002270,O002270,credit_card,3,639.62
PAY002271,O002271,credit_card,2,281.48
PAY002272,O002272,CREDIT_CARD,3,322.76
PAY002273,O002273,bank_transfer,1,657.84
PAY002274,O002274,credit_card,2,1169.31
PAY002275,O002275,credit_card,3,1653.08
PAY002276,O002276,debit_card,1,1654.01
PAY002277,O002277,credit_card,3,534.47
PAY002278,O002278,credit_card,12,1584.59
PAY002279,O002279,credit_card,1,820.22
PAY002280,O002280,debit_card,1,2384.39
PAY002281,O002281,credit_card,6,226.41
PAY002282,O002282,digital_wallet,1,447.93
PAY002283,O002283,digital_wallet,1,586.79
PAY002284,O002284,debit_card,1,485.72
PAY002285,O002285,debit_card,1,1175.37
PAY002286,O002286,bank_transfer,1,280.44
PAY002287,O002287,credit_card,1,2209.73
PAY002288,O002288,digital_wallet,1,2690.46
PAY002289,O002289,credit_card,1,768.09
PAY002290,O002290, credit_card ,1,88.05
PAY002291,O002291,digital_wallet,1,406.89
PAY002292,O002292,bank_transfer,1,2348.35
PAY002293,O002293,debit_card,1,1617.41
PAY002294,O002294,bank_transfer,1,158.37
PAY002295,O002295,debit_card,1,554.61
PAY002296,O002296,credit_card,6,255.33
PAY002297,O002297,debit_card,1,1032.31
PAY002298,O002298,credit_card,2,1787.3
PAY002299,O002299,digital_wallet,1,592.11
PAY002300,O002300,digital_wallet,1,1682.87
PAY002301,O002301,credit_card,6,723.49
PAY002302,O002302,debit_card,1,408.2
PAY002303,O002303,credit_card,1,1672.22
PAY002304,O002304,credit_card,1,951.92
PAY002305,O002305,debit_card,1,29.21
PAY002306,O002306,debit_card,1,207.1
PAY002307,O002307,credit_card,6,501.89
PAY002308,O002308,credit_card,6,834.68
PAY002309,O002309,debit_card,1,371.94
PAY002310,O002310,credit_card,6,2954.75
PAY002311,O002311,credit_card,1,274.47
PAY002312,O002312,debit_card,1,180.45
PAY002313,O002313,debit_card,1,239.15
PAY002314,O002314,digital_wallet,1,1715.43
PAY002315,O002315,digital_wallet,1,2392.17
PAY002316,O002316,credit_card,2,253.71
PAY002317,O002317,digital_wallet,1,460.72
PAY002318,O002318,bank_transfer,1,798.02
PAY002319,O002319,debit_card,1,1949.76
PAY002320,O002320,debit_card,1,947.61
PAY002321,O002321,credit_card,1,838.8
PAY002322,O002322,debit_card,1,3919.6
PAY002323,O002323,debit_card,1,650.7
PAY002324,O002324,debit_card,1,270.3
PAY002325,O002325,debit_card,1,631.65
PAY002326,O002326,bank_transfer,1,17733.62
PAY002327,O002327,credit_card,2,34.93
PAY002328,O002328,credit_card,1,2178.96
PAY002329,O002329,credit_card,1,192.31
PAY002330,O002330,credit_card,1,168.15
PAY002331,O002331,credit_card,1,20871.3
PAY002332,O002332,debit_card,1,114.17
PAY002333,O002333,credit_card,2,425.89
PAY002334,O002334,digital_wallet,1,1325.75
PAY002335,O002335,credit_card,1,857.95
PAY002336,O002336,credit_card,12,1909.79
PAY002337,O002337,digital_wallet,1,734.63
PAY002338,O002338,debit_card,1,2698.16
PAY002339,O002339,digital_wallet,1,1194.0
PAY002340,O002340,bank_transfer,1,2641.84
PAY002341,O002341,credit_card,3,1962.93
PAY002342,O002342,credit_card,1,150.31
PAY002343,O002343,credit_card,1,223.32
PAY002344,O002344,digital_wallet,1,698.87
PAY002345,O002345,credit_card,2,1177.29
PAY002346,O002346,debit_card,1,461.12
PAY002347,O002347,digital_wallet,1,997.87
PAY002348,O002348,credit_card,1,156.26
PAY002349,O002349,debit_card,1,361.65
PAY002350,O002350,credit_card,1,1648.09
PAY002351,O002351,digital_wallet,1,656.68
PAY002352,O002352,credit_card,1,193.38
PAY002353,O002353,bank_transfer,1,504.68
PAY002354,O002354,debit_card,1,392.96
PAY002355,O002355,debit_card,1,1735.68
PAY002356,O002356,debit_card,1,777.62
PAY002357,O002357,bank_transfer,1,1123.97
PAY002358,O002358,credit_card,1,2107.04
PAY002359,O002359,digital_wallet,1,442.14
PAY002360,O002360,credit_card,2,883.32
PAY002361,O002361,credit_card,6,442.43
PAY002362,O002362,credit_card,3,145.85
PAY002363,O002363,bank_transfer,1,366.57
PAY002364,O002364,bank_transfer,1,949.09
PAY002365,O002365,debit_card,1,674.66
PAY002366,O002366,credit_card,3,8602.56
PAY002367,O002367,credit_card,2,1599.63
PAY002368,O002368,debit_card,1,388.28
PAY002369,O002369,digital_wallet,1,776.04
PAY002370,O002370,credit_card,1,2405.22
PAY002371,O002371,bank_transfer,1,170.12
PAY002372,O002372,bank_transfer,1,1943.6
PAY002373,O002373,credit_card,3,1191.27
PAY002374,O002374,digital_wallet,1,762.75
PAY002375,O002375,credit_card,1,1581.47
PAY002376,O002376,credit_card,6,131.33
PAY002377,O002377,credit_card,3,1680.95
PAY002378,O002378,debit_card,1,548.03
PAY002379,O002379,credit_card,1,188.53
PAY002380,O002380,credit_card,3,319.99
PAY002381,O002381,debit_card,1,86.63
PAY002382,O002382,digital_wallet,1,1059.81
PAY002383,O002383,credit_card,12,234.79
PAY002384,O002384,debit_card,1,255.15
PAY002385,O002385,debit_card,1,2768.79
PAY002386,O002386,debit_card,1,412.67
PAY002387,O002387,credit_card,2,255.9
PAY002388,O002388,credit_card,12,704.02
PAY002389,O002389,credit_card,12,442.56
PAY002390,O002390,bank_transfer,1,194.54
PAY002391,O002391,debit_card,1,256.72
PAY002392,O002392,credit_card,3,794.71
PAY002393,O002393,credit_card,12,5863.21
PAY002394,O002394,digital_wallet,1,638.53
PAY002395,O002395,debit_card,1,819.49
PAY002396,O002396,digital_wallet,1,1950.8
PAY002397,O002397,bank_transfer,1,358.25
PAY002398,O002398,credit_card,1,2117.06
PAY002399,O002399,debit_card,1,3423.21
PAY002400,O002400,credit_card,2,895.13
PAY002401,O002401,credit_card,1,1425.3
PAY002402,O002402,credit_card,1,339.04
PAY002403,O002403,credit_card,2,711.39
PAY002404,O002404,digital_wallet,1,1361.48
PAY002405,O002405,debit_card,1,1971.7
PAY002406,O002406,digital_wallet,1,2274.54
PAY002407,O002407,digital_wallet,1,953.23
PAY002408,O002408,credit_card,1,421.75
PAY002409,O002409,credit_card,1,6690.47
PAY002410,O002410,credit_card,2,19.8
PAY002411,O002411,debit_card,1,1011.08
PAY002412,O002412,bank_transfer,1,1953.04
PAY002413,O002413,credit_card,3,665.96
PAY002414,O002414,credit_card,6,1178.43
PAY002415,O002415,credit_card,2,2283.96
PAY002416,O002416,credit_card,3,561.07
PAY002417,O002417,digital_wallet,1,259.27
PAY002418,O002418,debit_card,1,796.95
PAY002419,O002419,debit_card,1,754.12
PAY002420,O002420,credit_card,1,4584.9
PAY002421,O002421,bank_transfer,1,167.65
PAY002422,O002422,debit_card,1,690.68
PAY002423,O002423,digital_wallet,1,2232.1
PAY002424,O002424,credit_card,2,282.84
PAY002425,O002425,credit_card,3,1030.94
PAY002426,O002426,credit_card,1,22.64
PAY002427,O002427,digital_wallet,1,321.62
PAY002428,O002428,credit_card,6,743.2
PAY002429,O002429,debit_card,1,986.94
PAY002430,O002430,credit_card,3,733.43
PAY002431,O002431,digital_wallet,1,966.28
PAY002432,O002432,credit_card,2,578.54
PAY002433,O002433,credit_card,1,1137.41
PAY002434,O002434,credit_card,3,114.63
PAY002435,O002435,credit_card,6,19.21
PAY002436,O002436,credit_card,1,169.88
PAY002437,O002437,credit_card,2,463.92
PAY002438,O002438,credit_card,1,989.01
PAY002439,O002439,debit_card,1,450.82
PAY002440,O002440,credit_card,6,2128.67
PAY002441,O002441,debit_card,1,72.14
PAY002442,O002442,credit_card,6,2585.59
PAY002443,O002443,credit_card,6,358.98
PAY002444,O002444,bank_transfer,1,1060.59
PAY002445,O002445,credit_card,1,20982.87
PAY002446,O002446,debit_card,1,447.33
PAY002447,O002447,debit_card,1,101.93
PAY002448,O002448,credit_card,2,832.1
PAY002449,O002449,bank_transfer,1,384.3
PAY002450,O002450,credit_card,3,979.28
PAY002451,O002451,credit_card,3,390.28
PAY002452,O002452,debit_card,1,1539.8
PAY002453,O002453,credit_card,2,1208.91
PAY002454,O002454,credit_card,12,137.74
PAY002455,O002455,digital_wallet,1,728.59
PAY002456,O002456,debit_card,1,618.98
PAY002457,O002457,credit_card,2,166.71
PAY002458,O002458,debit_card,1,943.97
PAY002459,O002459,digital_wallet,1,2996.11
PAY002460,O002460,credit_card,2,712.82
PAY002461,O002461,debit_card,1,405.52
PAY002462,O002462,bank_transfer,1,781.75
PAY002463,O002463,digital_wallet,1,241.2
PAY002464,O002464,debit_card,1,1595.06
PAY002465,O002465,debit_card,1,2077.82
PAY002466,O002466,debit_card,1,840.52
PAY002467,O002467,credit_card,1,1658.2
PAY002468,O002468,credit_card,6,718.53
PAY002469,O002469,credit_card,1,88.22
PAY002470,O002470,credit_card,6,864.89
PAY002471,O002471,credit_card,12,421.48
PAY002472,O002472,debit_card,1,546.34
PAY002473,O002473,debit_card,1,2262.61
PAY002474,O002474,credit_card,1,558.88
PAY002475,O002475,credit_card,3,829.79
PAY002476,O002476,credit_card,12,1977.14
PAY002477,O002477,credit_card,3,1475.6
PAY002478,O002478,digital_wallet,1,4164.33
PAY002479,O002479,debit_card,1,1745.78
PAY002480,O002480,debit_card,1,1715.25
PAY002481,O002481,credit_card,6,392.71
PAY002482,O002482,credit_card,1,585.2
PAY002483,O002483,debit_card,1,758.2
PAY002484,O002484,credit_card,2,577.03
PAY002485,O002485,debit_card,1,253.84
PAY002486,O002486,debit_card,1,465.15
PAY002487,O002487,debit_card,1,2151.62
PAY002488,O002488,digital_wallet,1,510.34
PAY002489,O002489,credit_card,6,525.63
PAY002490,O002490,credit_card,1,4148.75
PAY002491,O002491,digital_wallet,1,2436.15
PAY002492,O002492,digital_wallet,1,526.77
PAY002493,O002493,credit_card,3,2019.13
PAY002494,O002494,debit_card,1,703.77
PAY002495,O002495,digital_wallet,1,1381.81
PAY002496,O002496,credit_card,1,116.68
PAY002497,O002497,bank_transfer,1,2386.06
PAY002498,O002498,credit_card,2,722.9
PAY002499,O002499,credit_card,3,2320.44
PAY002500,O002500,credit_card,1,427.93
PAY002501,O002501,bank_transfer,1,949.53
PAY002502,O002502,credit_card,3,718.99
PAY002503,O002503,credit_card,12,3918.64
PAY002504,O002504,debit_card,1,684.94
PAY002505,O002505,bank_transfer,1,1091.9
PAY002506,O002506,credit_card,12,24.23
PAY002507,O002507,credit_card,1,84.51
PAY002508,O002508,credit_card,1,970.7
PAY002509,O002509,digital_wallet,1,305.98
PAY002510,O002510,debit_card,1,3147.06
PAY002511,O002511,debit_card,1,859.66
PAY002512,O002512,credit_card,1,920.18
PAY002513,O002513,digital_wallet,1,819.93
PAY002514,O002514,credit_card,1,2475.13
PAY002515,O002515,credit_card,3,498.81
PAY002516,O002516,credit_card,1,1426.37
PAY002517,O002517,credit_card,3,18.41
PAY002518,O002518,credit_card,2,537.38
PAY002519,O002519,credit_card,1,2423.33
PAY002520,O002520,bank_transfer,1,134.23
PAY002521,O002521,credit_card,1,1760.15
PAY002522,O002522,debit_card,1,2958.62
PAY002523,O002523,digital_wallet,1,746.82
PAY002524,O002524,credit_card,2,432.17
PAY002525,O002525,credit_card,1,596.17
PAY002526,O002526,digital_wallet,1,640.36
PAY002527,O002527,credit_card,1,1006.66
PAY002528,O002528,digital_wallet,1,469.54
PAY002529,O002529,debit_card,1,1335.37
PAY002530,O002530,credit_card,1,1003.59
PAY002531,O002531,bank_transfer,1,2001.74
PAY002532,O002532,credit_card,2,1063.34
PAY002533,O002533,credit_card,6,3355.37
PAY002534,O002534,credit_card,6,170.73
PAY002535,O002535,bank_transfer,1,625.08
PAY002536,O002536,credit_card,1,353.63
PAY002537,O002537,bank_transfer,1,404.88
PAY002538,O002538,credit_card,2,1041.5
PAY002539,O002539,credit_card,2,3708.95
PAY002540,O002540,bank_transfer,1,308.08
PAY002541,O002541,digital_wallet,1,257.12
PAY002542,O002542,credit_card,1,668.55
PAY002543,O002543,digital_wallet,1,440.71
PAY002544,O002544,credit_card,1,601.1
PAY002545,O002545,digital_wallet,1,535.51
PAY002546,O002546,credit_card,1,538.06
PAY002547,O002547,bank_transfer,1,797.44
PAY002548,O002548,credit_card,1,6015.1
PAY002549,O002549,credit_card,1,611.05
PAY002550,O002550,debit_card,1,1125.34
PAY002551,O002551,bank_transfer,1,1711.82
PAY002552,O002552,digital_wallet,1,2139.79
PAY002553,O002553,credit_card,2,4464.65
PAY002554,O002554,debit_card,1,247.79
PAY002555,O002555,credit_card,1,1543.05
PAY002556,O002556,credit_card,3,844.05
PAY002557,O002557,digital_wallet,1,790.59
PAY002558,O002558,credit_card,3,951.92
PAY002559,O002559,digital_wallet,1,166.34
PAY002560,O002560,digital_wallet,1,2412.27
PAY002561,O002561,credit_card,3,1184.56
PAY002562,O002562,credit_card,12,191.25
PAY002563,O002563,credit_card,1,1607.38
PAY002564,O002564,credit_card,1,5247.8
PAY002565,O002565,credit_card,1,579.59
PAY002566,O002566,digital_wallet,1,1048.01
PAY002567,O002567,credit_card,6,113.86
PAY002568,O002568,bank_transfer,1,2295.88
PAY002569,O002569,credit_card,12,15.61
PAY002570,O002570,credit_card,12,836.81
PAY002571,O002571,credit_card,1,1190.72
PAY002572,O002572,debit_card,1,3659.36
PAY002573,O002573,credit_card,12,285.39
PAY002574,O002574,digital_wallet,1,141.62
PAY002575,O002575,credit_card,1,98.26
PAY002576,O002576,credit_card,2,2006.37
PAY002577,O002577,credit_card,2,507.27
PAY002578,O002578,credit_card,12,159.19
PAY002579,O002579,bank_transfer,1,388.83
PAY002580,O002580,credit_card,6,27.03
PAY002581,O002581,debit_card,1,209.43
PAY002582,O002582,debit_card,1,1269.01
PAY002583,O002583,bank_transfer,1,1769.44
PAY002584,O002584,credit_card,12,1473.86
PAY002585,O002585,bank_transfer,1,582.24
PAY002586,O002586,digital_wallet,1,308.96
PAY002587,O002587,credit_card,1,398.41
PAY002588,O002588,credit_card,12,920.14
PAY002589,O002589,credit_card,6,2344.53
PAY002590,O002590,digital_wallet,1,1614.54
PAY002591,O002591,digital_wallet,1,491.98
PAY002592,O002592,bank_transfer,1,225.1
PAY002593,O002593,credit_card,12,866.18
PAY002594,O002594,credit_card,1,357.54
PAY002595,O002595,digital_wallet,1,3092.06
PAY002596,O002596,debit_card,1,1068.91
PAY002597,O002597,debit_card,1,463.56
PAY002598,O002598,digital_wallet,1,966.22
PAY002599,O002599,bank_transfer,1,1091.98
PAY002600,O002600,credit_card,1,865.55
PAY002601,O002601,debit_card,1,125.37
PAY002602,O002602,credit_card,1,467.51
PAY002603,O002603,debit_card,1,939.39
PAY002604,O002604,credit_card,3,96.96
PAY002605,O002605,credit_card,1,866.27
PAY002606,O002606,credit_card,1,1229.94
PAY002607,O002607,credit_card,12,724.13
PAY002608,O002608,credit_card,1,562.61
PAY002609,O002609,debit_card,1,340.23
PAY002610,O002610,debit_card,1,676.91
PAY002611,O002611,credit_card,1,45.63
PAY002612,O002612,credit_card,6,4443.23
PAY002613,O002613,bank_transfer,1,202.33
PAY002614,O002614,credit_card,6,4736.68
PAY002615,O002615,credit_card,2,724.27
PAY002616,O002616,credit_card,6,2637.42
PAY002617,O002617,credit_card,1,49.7
PAY002618,O002618,credit_card,1,816.92
PAY002619,O002619,digital_wallet,1,953.94
PAY002620,O002620,credit_card,12,651.27
PAY002621,O002621,credit_card,6,3021.84
PAY002622,O002622,bank_transfer,1,441.95
PAY002623,O002623,credit_card,12,231.05
PAY002624,O002624,credit_card,2,1269.97
PAY002625,O002625,credit_card,12,202.67
PAY002626,O002626,credit_card,1,114.55
PAY002627,O002627,credit_card,6,471.0
PAY002628,O002628,digital_wallet,1,94.09
PAY002629,O002629,debit_card,1,321.89
PAY002630,O002630,credit_card,6,414.87
PAY002631,O002631,debit_card,1,114.99
PAY002632,O002632,credit_card,1,764.28
PAY002633,O002633,credit_card,2,1502.73
PAY002634,O002634,credit_card,2,271.58
PAY002635,O002635,digital_wallet,1,739.57
PAY002636,O002636,credit_card,1,403.36
PAY002637,O002637,credit_card,2,849.1
PAY002638,O002638,debit_card,1,618.34
PAY002639,O002639,bank_transfer,1,153.89
PAY002640,O002640,credit_card,1,1399.96
PAY002641,O002641,bank_transfer,1,1167.88
PAY002642,O002642,debit_card,1,559.64
PAY002643,O002643,bank_transfer,1,1563.03
PAY002644,O002644,digital_wallet,1,464.36
PAY002645,O002645,credit_card,1,536.27
PAY002646,O002646,debit_card,1,3012.05
PAY002647,O002647,digital_wallet,1,275.01
PAY002648,O002648,digital_wallet,1,846.19
PAY002649,O002649,credit_card,1,755.84
PAY002650,O002650,credit_card,3,93.19
PAY002651,O002651,credit_card,3,864.81
PAY002652,O002652,debit_card,1,1175.65
PAY002653,O002653,debit_card,1,223.05
PAY002654,O002654,credit_card,1,263.37
PAY002655,O002655,digital_wallet,1,1168.46
PAY002656,O002656,bank_transfer,1,1336.07
PAY002657,O002657,credit_card,1,1878.25
PAY002658,O002658,credit_card,1,128.78
PAY002659,O002659,credit_card,1,979.42
PAY002660,O002660,credit_card,2,404.73
PAY002661,O002661,digital_wallet,1,2893.44
PAY002662,O002662,digital_wallet,1,512.41
PAY002663,O002663,debit_card,1,919.48
PAY002664,O002664,credit_card,3,163.95
PAY002665,O002665,bank_transfer,1,1781.9
PAY002666,O002666,credit_card,2,497.23
PAY002667,O002667,credit_card,6,1478.5
PAY002668,O002668,credit_card,6,1403.87
PAY002669,O002669,bank_transfer,1,705.65
PAY002670,O002670,credit_card,1,1546.84
PAY002671,O002671,digital_wallet,1,206.23
PAY002672,O002672,credit_card,3,1537.86
PAY002673,O002673,debit_card,1,1224.6
PAY002674,O002674,debit_card,1,1621.7
PAY002675,O002675,debit_card,1,321.87
PAY002676,O002676,credit_card,1,1500.64
PAY002677,O002677,credit_card,3,2186.72
PAY002678,O002678,debit_card,1,91.12
PAY002679,O002679,credit_card,3,329.22
PAY002680,O002680,credit_card,2,1380.07
PAY002681,O002681,credit_card,3,151.49
PAY002682,O002682,debit_card,1,1807.93
PAY002683,O002683,credit_card,2,319.28
PAY002684,O002684,credit_card,2,654.62
PAY002685,O002685,credit_card,1,978.72
PAY002686,O002686,credit_card,6,24.09
PAY002687,O002687,credit_card,3,88.58
PAY002688,O002688,debit_card,1,565.53
PAY002689,O002689,debit_card,1,1244.47
PAY002690,O002690,credit_card,12,10008.1
PAY002691,O002691,digital_wallet,1,825.36
PAY002692,O002692,digital_wallet,1,1576.89
PAY002693,O002693,credit_card,12,522.78
PAY002694,O002694,debit_card,1,1276.87
PAY002695,O002695,credit_card,1,1554.03
PAY002696,O002696,bank_transfer,1,907.66
PAY002697,O002697,debit_card,1,28.98
PAY002698,O002698,digital_wallet,1,1187.33
PAY002699,O002699,digital_wallet,1,821.53
PAY002700,O002700, debit_card ,1,129.96
PAY002701,O002701,debit_card,1,2174.78
PAY002702,O002702,credit_card,6,777.27
PAY002703,O002703,debit_card,1,4941.54
PAY002704,O002704,debit_card,1,348.39
PAY002705,O002705,debit_card,1,665.6
PAY002706,O002706,debit_card,1,1113.49
PAY002707,O002707,bank_transfer,1,100.87
PAY002708,O002708,credit_card,6,902.3
PAY002709,O002709,credit_card,1,772.9
PAY002710,O002710,credit_card,2,929.33
PAY002711,O002711,credit_card,3,2438.9
PAY002712,O002712,credit_card,1,982.79
PAY002713,O002713,debit_card,1,582.38
PAY002714,O002714,debit_card,1,2113.47
PAY002715,O002715,debit_card,1,114.29
PAY002716,O002716,debit_card,1,2015.3
PAY002717,O002717,credit_card,1,1866.89
PAY002718,O002718,credit_card,1,276.5
