review_id,order_id,review_score,review_comment,review_date
R001963,O001963,5,Llegó perfecto,2026-06-26
R001964,O001964,5,Excelente producto,2024-02-14
R001965,O001965,2,Podría mejorar,2026-05-08
R001966,O001966,4,,2024-08-21
R001967,O001967,4,Todo bien,2026-07-01
R001970,O001970,5,Llegó perfecto,2024-01-30
R001971,O001971,5,Muy buena experiencia,2024-10-14
R001972,O001972,5,Llegó perfecto,2025-10-21
R001973,O001973,5,Muy buena experiencia,2026-03-02
R001974,O001974,5,Muy buena experiencia,2024-02-17
R001978,O001978,4,Buena compra,2025-07-21
R001979,O001979,4,Buena compra,2026-03-04
R001981,O001981,5,Llegó perfecto,2026-05-13
R001982,O001982,4,Buena compra,2024-03-09
R001983,O001983,3,,2025-05-07
R001984,O001984,2,Podría mejorar,2026-04-04
R001986,O001986,1,Producto llegó tarde,2025-02-05
R001988,O001988,3,Cumple lo esperado,2024-06-01
R001989,O001989,5,Llegó perfecto,2024-03-06
R001990,O001990,4,Recomendado,2024-11-21
R001991,O001991,5,Muy buena experiencia,2025-07-08
R001992,O001992,5,Llegó perfecto,2024-11-04
R001993,O001993,4,Recomendado,2026-04-09
R001994,O001994,2,Producto regular,2024-04-16
R001996,O001996,4,Buena compra,2025-01-30
R001997,O001997,3,,2024-09-06
R001999,O001999,4,Recomendado,2024-09-20
R002000,O002000,5,Excelente producto,2024-10-16
R002001,O002001,5,Llegó perfecto,2025-11-18
R002002,O002002,1,Producto llegó tarde,2024-09-12
R002003,O002003,5,Excelente producto,2024-05-28
R002004,O002004,4,Buena compra,2025-04-04
R002007,O002007,4,Todo bien,2025-01-06
R002008,O002008,3,Cumple lo esperado,2026-01-28
R002011,O002011,4,Buena compra,2024-04-30
R002012,O002012,2,Producto regular,2026-07-12
R002014,O002014,3,Experiencia normal,2026-07-19
R002015,O002015,5,Llegó perfecto,2025-01-16
R002016,O002016,5,Muy buena experiencia,2025-10-03
R002018,O002018,5,Excelente producto,2025-06-10
R002019,O002019,2,Demora excesiva,2024-05-22
R002020,O002020,4,Todo bien,2024-02-18
R002021,O002021,2,Podría mejorar,2024-12-28
R002022,O002022,4,,2025-05-07
R002023,O002023,5,Excelente producto,2025-05-02
R002024,O002024,4,Buena compra,2024-04-13
R002025,O002025,5,Excelente producto,2024-09-20
R002026,O002026,5,Excelente producto,2026-03-10
R002027,O002027,5,Muy buena experiencia,2026-03-04
R002028,O002028,5,Muy buena experiencia,2026-04-06
R002029,O002029,4,Todo bien,2025-04-03
R002031,O002031,2,,2025-01-07
R002032,O002032,4,Todo bien,2025-02-15
R002033,O002033,3,Aceptable,2024-12-02
R002034,O002034,3,Experiencia normal,2024-05-25
R002035,O002035,4,Buena compra,2024-02-03
R002036,O002036,2,,2025-08-11
R002037,O002037,5,Excelente producto,2024-02-13
R002038,O002038,5,Excelente producto,2024-08-05
R002039,O002039,5,Muy buena experiencia,2025-10-29
R002040,O002040,2,Demora excesiva,2025-02-07
R002041,O002041,4,Todo bien,2026-03-06
R002042,O002042,5,Muy buena experiencia,2026-01-27
R002043,O002043,5,Llegó perfecto,2025-12-30
R002045,O002045,3,Cumple lo esperado,2026-06-21
R002047,O002047,5,Excelente producto,2026-05-04
R002048,O002048,1,Muy mala experiencia,2024-10-30
R002049,O002049,5,Llegó perfecto,2024-11-02
R002051,O002051,4,Todo bien,2026-02-03
R002052,O002052,3,Aceptable,2025-02-23
R002055,O002055,3,,2025-08-16
R002057,O002057,3,Experiencia normal,2026-02-24
R002058,O002058,4,Todo bien,2024-10-06
R002061,O002061,1,No lo recomiendo,2025-10-29
R002062,O002062,4,Todo bien,2026-02-19
R002063,O002063,5,Excelente producto,2026-07-12
R002064,O002064,3,Experiencia normal,2025-03-29
R002065,O002065,2,Demora excesiva,2026-01-15
R002066,O002066,3,,2025-10-15
R002067,O002067,5,Llegó perfecto,2024-12-21
R002068,O002068,5,Muy buena experiencia,2025-02-21
R002069,O002069,3,Experiencia normal,2025-01-23
R002070,O002070,2,Demora excesiva,2026-02-26
R002072,O002072,5,Excelente producto,2024-05-27
R002073,O002073,4,Buena compra,2025-10-03
R002075,O002075,5,Llegó perfecto,2026-04-19
R002076,O002076,4,Recomendado,2025-07-04
R002077,O002077,4,Buena compra,2026-01-18
R002078,O002078,5,Excelente producto,2024-10-30
R002079,O002079,4,Buena compra,2026-01-15
R002080,O002080,3,Experiencia normal,2026-01-13
R002081,O002081,1,Producto llegó tarde,2024-03-18
R002082,O002082,3,Experiencia normal,2025-04-20
R002084,O002084,4,Recomendado,2024-06-26
R002085,O002085,4,Recomendado,2025-06-30
R002090,O002090,4,Recomendado,2024-05-18
R002091,O002091,5,Llegó perfecto,2026-07-01
R002093,O002093,3,,2024-02-19
R002094,O002094,3,Aceptable,2026-01-26
R002095,O002095,1,Muy mala experiencia,2024-12-21
R002097,O002097,3,Cumple lo esperado,2024-08-28
R002098,O002098,4,Recomendado,2024-11-06
R002099,O002099,4,Recomendado,2025-02-24
R002102,O002102,4,Buena compra,2026-05-28
R002103,O002103,3,Experiencia normal,2024-11-01
R002104,O002104,4,Recomendado,2025-06-14
R002105,O002105,2,,2025-11-13
R002106,O002106,1,No lo recomiendo,2025-07-07
R002107,O002107,1,Producto llegó tarde,2024-03-31
R002109,O002109,4,Recomendado,2024-06-12
R002110,O002110,5,,2025-12-04
R002111,O002111,4,Recomendado,2025-02-05
R002112,O002112,4,Recomendado,2025-03-09
R002113,O002113,4,Todo bien,2025-02-26
R002115,O002115,5,Excelente producto,2024-06-11
R002117,O002117,5,Excelente producto,2026-05-09
R002118,O002118,3,Cumple lo esperado,2024-10-20
R002119,O002119,1,No lo recomiendo,2025-12-04
R002120,O002120,2,Podría mejorar,2025-11-21
R002122,O002122,5,Excelente producto,2026-02-17
R002123,O002123,4,,2024-03-06
R002124,O002124,3,Cumple lo esperado,2024-11-19
R002126,O002126,3,Aceptable,2025-06-16
R002128,O002128,4,Todo bien,2024-12-08
R002129,O002129,4,Todo bien,2025-07-23
R002130,O002130,5,Excelente producto,2025-05-06
R002131,O002131,2,Producto regular,2024-10-19
R002132,O002132,4,Recomendado,2024-06-14
R002133,O002133,2,Podría mejorar,2026-01-22
R002134,O002134,1,Muy mala experiencia,2024-05-27
R002135,O002135,3,Experiencia normal,2024-07-12
R002139,O002139,1,No lo recomiendo,2024-03-02
R002140,O002140,5,Excelente producto,2025-09-30
R002141,O002141,3,,2024-03-26
R002142,O002142,4,Recomendado,2024-12-10
R002143,O002143,4,,2025-04-06
R002144,O002144,4,Todo bien,2024-09-26
R002145,O002145,3,Aceptable,2025-03-04
R002146,O002146,5,Excelente producto,2024-05-09
R002147,O002147,5,,2025-09-18
R002151,O002151,4,Recomendado,2025-04-07
R002152,O002152,5,Llegó perfecto,2024-06-07
R002153,O002153,3,Cumple lo esperado,2024-09-26
R002154,O002154,4,Buena compra,2025-07-10
R002157,O002157,4,Buena compra,2024-12-24
R002158,O002158,3,Cumple lo esperado,2024-02-09
R002159,O002159,1,No lo recomiendo,2025-07-10
R002160,O002160,2,,2025-01-06
R002162,O002162,3,Cumple lo esperado,2025-05-23
R002163,O002163,5,Muy buena experiencia,2024-11-16
R002165,O002165,4,Buena compra,2026-04-01
R002167,O002167,5,Muy buena experiencia,2024-02-06
R002168,O002168,5,Llegó perfecto,2024-08-05
R002169,O002169,4,Todo bien,2024-05-16
R002170,O002170,5,Muy buena experiencia,2024-07-10
R002171,O002171,4,Todo bien,2024-12-10
R002174,O002174,4,Todo bien,2024-05-03
R002176,O002176,5,Excelente producto,2025-11-04
R002177,O002177,4,Todo bien,2026-04-16
R002178,O002178,1,No lo recomiendo,2026-04-04
R002179,O002179,4,Buena compra,2026-05-03
R002180,O002180,1,Muy mala experiencia,2024-10-17
R002182,O002182,1,Producto llegó tarde,2024-02-12
R002183,O002183,4,Buena compra,2024-02-28
R002184,O002184,3,Aceptable,2026-06-26
R002185,O002185,4,Recomendado,2026-07-12
R002189,O002189,5,Excelente producto,2026-02-05
R002190,O002190,3,Experiencia normal,2024-02-01
R002191,O002191,2,Podría mejorar,2024-11-29
R002192,O002192,4,Buena compra,2024-10-02
R002193,O002193,5,Muy buena experiencia,2024-04-11
R002194,O002194,5,,2024-06-18
R002195,O002195,4,Todo bien,2024-09-29
R002196,O002196,5,Llegó perfecto,2025-02-28
R002199,O002199,3,Experiencia normal,2026-04-30
R002200,O002200,2,Podría mejorar,2025-12-21
R002202,O002202,4,Todo bien,2024-03-19
R002203,O002203,1,No lo recomiendo,2024-10-16
R002205,O002205,5,,2026-03-04
R002207,O002207,4,Recomendado,2024-09-25
R002209,O002209,3,Experiencia normal,2025-10-20
R002210,O002210,4,Todo bien,2025-12-30
R002212,O002212,5,Muy buena experiencia,2026-02-13
R002213,O002213,3,Cumple lo esperado,2024-05-11
R002214,O002214,4,Recomendado,2025-11-30
R002218,O002218,2,Demora excesiva,2025-06-02
R002219,O002219,5,Excelente producto,2026-05-03
R002221,O002221,3,Experiencia normal,2025-05-10
R002222,O002222,5,Llegó perfecto,2024-08-29
R002223,O002223,4,Recomendado,2024-11-27
R002224,O002224,2,Demora excesiva,2025-01-28
R002225,O002225,3,Aceptable,2025-10-16
R002226,O002226,2,Producto regular,2025-09-24
R002227,O002227,5,Llegó perfecto,2025-04-14
R002228,O002228,4,Recomendado,2025-05-04
R002229,O002229,4,Todo bien,2025-01-16
R002230,O002230,4,,2025-08-18
R002232,O002232,1,Producto llegó tarde,2026-01-29
R002234,O002234,2,Demora excesiva,2024-08-16
R002235,O002235,4,Recomendado,2026-05-13
R002236,O002236,5,,2026-04-05
R002238,O002238,3,Cumple lo esperado,2024-07-08
R002239,O002239,1,Producto llegó tarde,2024-07-08
R002240,O002240,2,Demora excesiva,2025-07-29
R002241,O002241,2,Demora excesiva,2024-04-23
R002242,O002242,2,Producto regular,2024-12-10
R002243,O002243,5,Llegó perfecto,2025-10-02
R002244,O002244,5,Excelente producto,2025-03-14
R002246,O002246,1,Muy mala experiencia,2025-11-08
R002247,O002247,5,Llegó perfecto,2024-11-27
R002249,O002249,4,Recomendado,2025-01-14
R002250,O002250,5,Excelente producto,2025-11-17
R002251,O002251,5,Llegó perfecto,2024-12-05
R002252,O002252,4,Buena compra,2026-02-06
R002253,O002253,3,Experiencia normal,2026-04-27
R002254,O002254,5,Muy buena experiencia,2024-11-01
R002255,O002255,5,Llegó perfecto,2025-10-22
R002256,O002256,4,Buena compra,2025-09-13
R002257,O002257,5,Llegó perfecto,2024-03-06
R002258,O002258,5,Excelente producto,2025-10-27
R002259,O002259,5,Llegó perfecto,2024-04-08
R002260,O002260,5,Excelente producto,2025-08-19
R002261,O002261,4,Recomendado,2024-06-02
R002262,O002262,1,No lo recomiendo,2024-12-05
R002263,O002263,4,Buena compra,2024-03-13
R002264,O002264,2,Podría mejorar,2025-06-23
R002265,O002265,4,Todo bien,2025-12-10
R002266,O002266,4,Recomendado,2025-01-19
R002269,O002269,5,Muy buena experiencia,2024-03-01
R002271,O002271,3,Experiencia normal,2024-10-25
R002272,O002272,5,Muy buena experiencia,2024-01-05
R002273,O002273,1,Producto llegó tarde,2024-03-03
R002274,O002274,5,Excelente producto,2024-02-03
R002275,O002275,5,Llegó perfecto,2024-05-12
R002277,O002277,4,,2024-02-02
R002278,O002278,5,Muy buena experiencia,2025-08-23
R002279,O002279,5,Excelente producto,2024-07-18
R002280,O002280,5,Llegó perfecto,2026-03-13
R002281,O002281,5,Excelente producto,2025-01-17
R002282,O002282,5,Excelente producto,2025-06-29
R002283,O002283,3,Cumple lo esperado,2024-12-10
R002284,O002284,5,Excelente producto,2025-10-29
R002285,O002285,3,Experiencia normal,2024-09-19
R002286,O002286,4,Buena compra,2026-03-03
R002287,O002287,5,Llegó perfecto,2026-03-16
R002288,O002288,5,Excelente producto,2024-08-13
R002289,O002289,5,Muy buena experiencia,2025-05-26
R002290,O002290,5,,2025-09-14
R002291,O002291,3,,2024-10-16
R002292,O002292,4,Todo bien,2026-03-18
R002293,O002293,1,No lo recomiendo,2025-01-18
R002294,O002294,5,Excelente producto,2025-03-05
R002295,O002295,1,Muy mala experiencia,2025-10-14
R002296,O002296,3,Cumple lo esperado,2025-05-22
R002298,O002298,3,,2025-05-11
R002299,O002299,4,Todo bien,2024-02-02
R002300,O002300,4,Buena compra,2024-12-01
R002301,O002301,4,Todo bien,2024-06-10
R002302,O002302,4,Buena compra,2025-12-21
R002303,O002303,4,Recomendado,2024-02-16
R002305,O002305,5,Llegó perfecto,2024-02-28
R002306,O002306,4,Buena compra,2026-06-30
R002307,O002307,5,Muy buena experiencia,2025-06-17
R002309,O002309,5,,2025-04-09
R002311,O002311,3,Cumple lo esperado,2025-05-20
R002313,O002313,4,Todo bien,2025-10-22
R002314,O002314,4,Todo bien,2024-12-23
R002315,O002315,4,Recomendado,2024-12-22
R002316,O002316,4,,2024-09-22
R002318,O002318,2,Producto regular,2024-11-08
R002319,O002319,5,Excelente producto,2024-04-13
R002320,O002320,3,Experiencia normal,2025-03-07
R002321,O002321,5,,2024-12-08
R002322,O002322,4,Buena compra,2025-03-22
R002323,O002323,3,Aceptable,2024-10-18
R002324,O002324,5,Llegó perfecto,2024-06-12
R002325,O002325,3,Cumple lo esperado,2025-11-24
R002326,O002326,5,Excelente producto,2026-01-06
R002327,O002327,2,Podría mejorar,2025-01-18
R002329,O002329,5,Llegó perfecto,2024-03-04
R002330,O002330,5,Excelente producto,2026-01-17
R002331,O002331,5,Excelente producto,2025-12-09
R002332,O002332,5,Muy buena experiencia,2024-09-03
R002333,O002333,3,Aceptable,2025-08-08
R002334,O002334,2,Producto regular,2026-05-07
R002335,O002335,2,Demora excesiva,2024-03-21
R002336,O002336,4,,2025-08-25
R002338,O002338,3,Aceptable,2025-10-16
R002339,O002339,5,Excelente producto,2026-02-06
R002340,O002340,5,Muy buena experiencia,2024-02-16
R002341,O002341,5,Muy buena experiencia,2026-05-10
R002342,O002342,5,Muy buena experiencia,2024-11-24
R002343,O002343,5,Muy buena experiencia,2025-12-26
R002344,O002344,3,Experiencia normal,2024-03-08
R002345,O002345,5,Llegó perfecto,2026-04-28
R002346,O002346,3,Cumple lo esperado,2026-03-07
R002347,O002347,4,Recomendado,2025-09-06
R002348,O002348,5,Muy buena experiencia,2024-03-13
R002349,O002349,2,Demora excesiva,2024-03-31
R002350,O002350,5,Muy buena experiencia,2024-07-17
R002352,O002352,4,Todo bien,2024-12-15
R002354,O002354,4,Buena compra,2025-12-27
R002355,O002355,2,Demora excesiva,2026-01-02
R002356,O002356,4,Buena compra,2026-05-01
R002357,O002357,1,Muy mala experiencia,2025-12-26
R002358,O002358,5,Excelente producto,2025-06-11
R002359,O002359,5,Llegó perfecto,2025-12-11
R002360,O002360,5,Excelente producto,2024-10-04
R002361,O002361,3,Aceptable,2024-05-10
R002362,O002362,1,Muy mala experiencia,2024-07-16
R002363,O002363,5,Llegó perfecto,2024-01-24
R002365,O002365,2,Demora excesiva,2024-10-22
R002367,O002367,4,,2026-05-02
R002368,O002368,4,Recomendado,2025-03-28
R002369,O002369,1,Producto llegó tarde,2024-03-01
R002371,O002371,5,Excelente producto,2026-03-10
R002372,O002372,5,Muy buena experiencia,2025-01-01
R002374,O002374,4,,2024-11-13
R002375,O002375,5,Muy buena experiencia,2024-02-24
R002376,O002376,4,,2024-08-20
R002377,O002377,5,Llegó perfecto,2026-01-24
R002378,O002378,5,Excelente producto,2024-11-28
R002379,O002379,5,Excelente producto,2025-02-26
R002380,O002380,5,Excelente producto,2026-01-19
R002381,O002381,2,Demora excesiva,2024-06-15
R002382,O002382,3,Cumple lo esperado,2024-05-10
R002383,O002383,5,Muy buena experiencia,2025-04-09
R002384,O002384,4,Recomendado,2024-09-10
R002386,O002386,5,,2026-03-11
R002387,O002387,5,Muy buena experiencia,2025-04-20
R002388,O002388,5,Llegó perfecto,2025-03-05
R002390,O002390,2,Demora excesiva,2025-11-29
R002391,O002391,4,Buena compra,2025-06-30
R002393,O002393,1,Muy mala experiencia,2024-07-17
R002395,O002395,4,Todo bien,2024-10-23
R002396,O002396,1,Muy mala experiencia,2025-03-05
R002397,O002397,5,Muy buena experiencia,2024-04-07
R002398,O002398,5,Muy buena experiencia,2025-07-29
R002399,O002399,4,Todo bien,2025-01-12
R002400,O002400,4,Buena compra,2024-09-20
R002401,O002401,2,Podría mejorar,2025-10-29
R002402,O002402,4,,2024-03-02
R002403,O002403,4,Recomendado,2025-07-15
R002404,O002404,4,Todo bien,2024-01-31
R002405,O002405,2,Podría mejorar,2024-05-20
R002406,O002406,5,Muy buena experiencia,2024-05-06
R002407,O002407,1,Muy mala experiencia,2024-09-17
R002409,O002409,1,,2025-10-29
R002413,O002413,5,Excelente producto,2025-11-27
R002414,O002414,4,Todo bien,2026-02-02
R002415,O002415,4,Recomendado,2024-06-29
R002416,O002416,1,Muy mala experiencia,2024-11-10
R002418,O002418,5,Muy buena experiencia,2024-10-19
R002421,O002421,2,Producto regular,2024-05-16
R002422,O002422,2,Producto regular,2024-12-02
R002423,O002423,4,Todo bien,2025-09-17
R002424,O002424,3,Experiencia normal,2024-12-31
R002425,O002425,3,Experiencia normal,2025-10-21
R002427,O002427,5,Excelente producto,2026-03-10
R002428,O002428,4,Recomendado,2024-09-05
R002431,O002431,1,No lo recomiendo,2026-04-14
R002432,O002432,3,Experiencia normal,2026-05-14
R002433,O002433,4,,2026-04-07
R002434,O002434,1,Producto llegó tarde,2025-04-19
R002435,O002435,1,No lo recomiendo,2024-04-03
R002436,O002436,3,Aceptable,2025-01-27
R002437,O002437,5,Llegó perfecto,2024-12-31
R002438,O002438,5,Muy buena experiencia,2025-07-29
R002439,O002439,4,Buena compra,2024-05-20
R002440,O002440,1,Muy mala experiencia,2024-10-01
R002443,O002443,2,Podría mejorar,2025-08-11
R002444,O002444,1,Producto llegó tarde,2025-05-28
R002445,O002445,3,Cumple lo esperado,2025-11-08
R002446,O002446,2,Producto regular,2026-07-06
R002447,O002447,2,Demora excesiva,2024-08-28
R002449,O002449,5,Excelente producto,2024-10-01
R002450,O002450,2,Podría mejorar,2025-04-27
R002452,O002452,5,,2024-02-27
R002456,O002456,5,Muy buena experiencia,2026-04-18
R002457,O002457,5,,2024-11-11
R002458,O002458,5,Llegó perfecto,2024-08-01
R002459,O002459,4,Recomendado,2025-02-23
R002461,O002461,3,Experiencia normal,2025-01-03
R002462,O002462,3,Experiencia normal,2024-10-07
R002464,O002464,3,Aceptable,2024-06-21
R002466,O002466,5,Llegó perfecto,2024-12-26
R002467,O002467,4,Recomendado,2026-02-03
R002468,O002468,5,Llegó perfecto,2025-11-08
R002469,O002469,1,Producto llegó tarde,2025-09-07
R002470,O002470,1,Muy mala experiencia,2024-04-04
R002471,O002471,4,Buena compra,2025-06-29
R002472,O002472,5,Llegó perfecto,2026-05-16
R002473,O002473,5,Muy buena experiencia,2025-10-09
R002474,O002474,2,,2025-11-14
R002477,O002477,3,Cumple lo esperado,2024-02-26
R002478,O002478,1,Producto llegó tarde,2024-02-15
R002479,O002479,1,Producto llegó tarde,2025-01-17
R002480,O002480,4,,2025-09-04
R002481,O002481,1,No lo recomiendo,2025-09-12
R002483,O002483,5,Excelente producto,2024-05-01
R002484,O002484,2,Podría mejorar,2025-05-09
R002485,O002485,5,Excelente producto,2025-12-21
R002489,O002489,2,Demora excesiva,2026-02-16
R002490,O002490,4,Todo bien,2024-09-23
R002491,O002491,5,Llegó perfecto,2026-02-09
R002494,O002494,3,Cumple lo esperado,2026-06-16
R002495,O002495,5,Excelente producto,2024-07-01
R002496,O002496,1,Muy mala experiencia,2025-07-01
R002497,O002497,2,Producto regular,2025-10-22
R002498,O002498,2,Demora excesiva,2025-12-13
R002501,O002501,4,Recomendado,2026-02-06
R002502,O002502,5,Llegó perfecto,2026-07-01
R002504,O002504,3,Aceptable,2025-07-01
R002505,O002505,5,Llegó perfecto,2025-01-28
R002507,O002507,5,Muy buena experiencia,2025-03-08
R002509,O002509,1,,2025-10-07
R002510,O002510,5,Llegó perfecto,2026-04-08
R002512,O002512,5,Llegó perfecto,2024-07-21
R002513,O002513,2,Podría mejorar,2024-02-02
R002514,O002514,3,Cumple lo esperado,2025-08-15
R002515,O002515,3,Experiencia normal,2025-09-28
R002516,O002516,5,Muy buena experiencia,2024-12-25
R002517,O002517,5,,2025-09-06
R002518,O002518,4,,2025-08-28
R002519,O002519,2,Demora excesiva,2024-09-06
R002521,O002521,5,Llegó perfecto,2024-04-15
R002522,O002522,4,Todo bien,2024-04-23
R002523,O002523,3,Experiencia normal,2024-01-28
R002524,O002524,5,Excelente producto,2025-08-03
R002525,O002525,4,Todo bien,2025-09-26
R002526,O002526,3,,2024-12-12
R002529,O002529,5,Llegó perfecto,2024-07-14
R002530,O002530,5,Llegó perfecto,2024-11-27
R002531,O002531,4,,2025-11-02
R002532,O002532,4,Recomendado,2026-05-20
R002533,O002533,1,No lo recomiendo,2025-09-05
R002534,O002534,4,Recomendado,2026-07-04
R002535,O002535,2,Producto regular,2024-04-27
R002537,O002537,5,Llegó perfecto,2025-03-05
R002538,O002538,4,Buena compra,2025-07-23
R002540,O002540,4,,2025-09-16
R002541,O002541,4,Buena compra,2024-04-15
R002543,O002543,1,No lo recomiendo,2024-03-30
R002546,O002546,5,Muy buena experiencia,2024-09-21
R002547,O002547,1,No lo recomiendo,2024-09-02
R002548,O002548,4,Buena compra,2025-01-16
R002549,O002549,4,Todo bien,2026-04-09
R002551,O002551,5,,2025-07-06
R002553,O002553,4,Buena compra,2024-06-26
R002556,O002556,2,Demora excesiva,2024-07-23
R002557,O002557,5,Llegó perfecto,2026-05-07
R002558,O002558,4,Buena compra,2025-06-16
R002560,O002560,3,Experiencia normal,2024-10-12
R002561,O002561,4,Buena compra,2024-07-15
R002563,O002563,3,Experiencia normal,2026-03-30
R002565,O002565,3,Cumple lo esperado,2024-05-08
R002567,O002567,3,Aceptable,2024-04-26
R002569,O002569,4,Recomendado,2025-07-17
R002570,O002570,1,Muy mala experiencia,2024-12-31
R002571,O002571,2,Demora excesiva,2025-12-18
R002572,O002572,5,Muy buena experiencia,2026-06-08
R002573,O002573,4,Recomendado,2025-05-25
R002576,O002576,2,Podría mejorar,2024-11-01
R002577,O002577,3,Experiencia normal,2024-04-05
R002578,O002578,2,Producto regular,2025-06-18
R002579,O002579,5,Excelente producto,2025-11-24
R002580,O002580,4,Recomendado,2025-10-30
R002584,O002584,3,,2024-05-12
R002585,O002585,1,No lo recomiendo,2026-02-03
R002586,O002586,1,Producto llegó tarde,2025-12-11
R002587,O002587,2,Producto regular,2025-01-08
R002588,O002588,1,Producto llegó tarde,2024-05-21
R002592,O002592,4,Recomendado,2024-08-16
R002595,O002595,1,,2024-05-20
R002596,O002596,5,Excelente producto,2025-05-06
R002597,O002597,5,Excelente producto,2025-08-19
R002598,O002598,2,Demora excesiva,2024-07-27
R002599,O002599,3,Cumple lo esperado,2024-05-29
R002605,O002605,4,Todo bien,2024-05-02
R002607,O002607,5,Excelente producto,2024-08-14
R002608,O002608,5,Excelente producto,2026-06-26
R002610,O002610,4,Todo bien,2024-07-06
R002611,O002611,3,Aceptable,2026-04-19
R002612,O002612,3,,2026-04-01
R002613,O002613,4,Buena compra,2025-12-12
R002614,O002614,4,Todo bien,2024-05-18
R002615,O002615,5,Excelente producto,2024-03-01
R002617,O002617,5,Excelente producto,2024-12-04
R002618,O002618,4,Recomendado,2025-07-07
R002619,O002619,4,Recomendado,2024-12-27
R002624,O002624,2,,2024-07-05
R002627,O002627,1,Muy mala experiencia,2024-08-01
R002628,O002628,5,Muy buena experiencia,2025-06-11
R002629,O002629,5,Excelente producto,2024-05-26
R002631,O002631,5,Excelente producto,2025-01-14
R002632,O002632,4,Buena compra,2025-04-22
R002634,O002634,4,,2025-07-21
R002635,O002635,1,Producto llegó tarde,2025-01-04
R002640,O002640,5,,2025-09-05
R002645,O002645,4,Todo bien,2025-04-17
R002646,O002646,4,Recomendado,2024-06-22
R002647,O002647,2,Demora excesiva,2025-07-21
R002649,O002649,4,Todo bien,2025-10-26
R002652,O002652,3,Experiencia normal,2026-01-17
R002653,O002653,4,Todo bien,2025-09-11
R002654,O002654,1,,2026-04-11
R002656,O002656,4,Buena compra,2026-03-07
R002657,O002657,2,Producto regular,2025-09-19
R002658,O002658,5,,2024-05-01
R002663,O002663,5,Excelente producto,2025-04-12
R002664,O002664,5,Muy buena experiencia,2026-03-16
R002668,O002668,3,Cumple lo esperado,2024-05-20
R002669,O002669,2,Podría mejorar,2024-03-10
R002671,O002671,4,Todo bien,2025-11-27
R002672,O002672,5,Excelente producto,2026-06-10
R002673,O002673,3,,2025-04-04
R002674,O002674,3,Cumple lo esperado,2024-11-12
R002676,O002676,4,Recomendado,2024-10-13
R002677,O002677,5,Muy buena experiencia,2024-06-20
R002678,O002678,5,Muy buena experiencia,2024-04-01
R002680,O002680,1,Producto llegó tarde,2025-11-01
R002682,O002682,3,Cumple lo esperado,2025-04-13
R002683,O002683,5,Muy buena experiencia,2024-09-08
R002684,O002684,5,Muy buena experiencia,2025-01-21
R002685,O002685,3,Aceptable,2025-04-18
R002686,O002686,2,Producto regular,2025-07-15
R002687,O002687,3,Cumple lo esperado,2026-04-11
R002688,O002688,5,Llegó perfecto,2024-06-20
R002689,O002689,4,Recomendado,2024-03-02
R002690,O002690,5,Excelente producto,2026-05-03
R002691,O002691,1,Producto llegó tarde,2024-10-10
R002692,O002692,1,Producto llegó tarde,2024-10-20
R002694,O002694,1,Muy mala experiencia,2024-06-23
R002695,O002695,5,Llegó perfecto,2024-10-09
R002696,O002696,5,Excelente producto,2026-03-13
R002698,O002698,4,Recomendado,2025-07-16
R002699,O002699,5,Llegó perfecto,2025-05-22
R002700,O002700,3,Aceptable,2025-07-12
R002702,O002702,5,Excelente producto,2025-04-06
R002703,O002703,4,Buena compra,2025-10-27
R002704,O002704,2,Demora excesiva,2025-05-03
R002705,O002705,1,Producto llegó tarde,2024-08-09
R002706,O002706,2,,2025-04-13
R002707,O002707,5,Llegó perfecto,2026-05-03
R002708,O002708,1,,2025-08-07
R002709,O002709,5,Excelente producto,2024-05-21
R002710,O002710,5,Llegó perfecto,2024-04-03
R002712,O002712,2,,2024-08-16
R002713,O002713,3,Aceptable,2025-11-15
R002715,O002715,3,Cumple lo esperado,2024-03-25
R002716,O002716,5,Excelente producto,2024-03-17
R002717,O002717,5,Muy buena experiencia,2024-05-02
R002718,O002718,4,Todo bien,2025-02-20
R002719,O002719,4,Todo bien,2025-10-08
R002720,O002720,5,Muy buena experiencia,2024-02-04
R002721,O002721,2,Producto regular,2024-07-13
R002722,O002722,4,Todo bien,2026-03-20
R002723,O002723,3,Aceptable,2025-02-28
R002724,O002724,5,,2026-01-11
R002725,O002725,5,Muy buena experiencia,2026-04-09
R002727,O002727,5,Muy buena experiencia,2024-04-22
R002730,O002730,4,Buena compra,2025-08-08
R002731,O002731,1,No lo recomiendo,2026-02-11
R002732,O002732,4,Buena compra,2025-07-17
R002734,O002734,5,Muy buena experiencia,2025-12-29
R002735,O002735,1,Producto llegó tarde,2024-11-29
R002737,O002737,3,Cumple lo esperado,2025-07-05
R002738,O002738,4,,2024-11-09
R002739,O002739,2,Demora excesiva,2024-07-09
R002743,O002743,1,Muy mala experiencia,2026-06-08
R002744,O002744,5,Excelente producto,2025-01-31
R002745,O002745,4,Buena compra,2025-02-23
R002746,O002746,4,Todo bien,2025-12-11
R002747,O002747,1,No lo recomiendo,2026-03-09
R002748,O002748,3,Cumple lo esperado,2026-07-04
R002750,O002750,1,Muy mala experiencia,2024-12-13
R002751,O002751,3,Cumple lo esperado,2025-09-26
R002752,O002752,5,Llegó perfecto,2025-06-25
R002753,O002753,1,Producto llegó tarde,2025-09-03
