order_id,customer_id,purchase_datetime,status,estimated_delivery_datetime,delivered_datetime
O000588,C00695,2024-05-27 09:06:02,delivered,2024-05-29 09:06:02,2024-05-28 09:06:02
O000589,C00208,2026-03-26 09:05:46,cancelled,2026-04-05 09:05:46,
O000590,C00699,2024-06-18 10:35:50,delivered,2024-06-27 10:35:50,2024-06-25 10:35:50
O000591,C00576,2025-06-14 12:23:55,returned,2025-06-25 12:23:55,2025-06-23 12:23:55
O000592,C00351,2026-04-13 21:17:43,shipped,2026-04-25 21:17:43,
O000593,C01166,2026-05-25 06:07:53,delivered,,2026-06-03 06:07:53
O000594,C02228,2024-03-16 19:45:01,delivered,2024-03-20 19:45:01,2024-03-23 19:45:01
O000595,C00563,2024-08-10 03:43:34,delivered,2024-08-20 03:43:34,2024-08-16 03:43:34
O000596,C00042,2024-05-22 11:24:03,delivered,2024-05-28 11:24:03,2024-05-30 11:24:03
O000597,C01619,2025-04-26 11:00:34,delivered,2025-05-06 11:00:34,2025-04-30 11:00:34
O000598,C01412,2024-10-10 06:39:26,delivered,2024-10-16 06:39:26,2024-10-18 06:39:26
O000599,C00947,2024-03-21 18:58:16,delivered,2024-03-28 18:58:16,2024-03-25 18:58:16
O000600,C01536,2024-01-07 20:20:15,delivered,2024-01-13 20:20:15,2024-01-10 20:20:15
O000601,C01139,2026-02-05 06:14:14,delivered,2026-02-12 06:14:14,2026-02-08 06:14:14
O000602,C00125,2024-09-14 02:21:44,delivered,2024-09-23 02:21:44,2024-09-24 02:21:44
O000603,C00459,2024-05-23 18:47:07,delivered,2024-05-26 18:47:07,2024-06-02 18:47:07
O000604,C02484,2026-05-11 07:29:40,delivered,2026-05-14 07:29:40,2026-05-21 07:29:40
O000605,C01928,2025-06-29 16:13:27,delivered,2025-07-11 16:13:27,2025-07-06 16:13:27
O000606,C00817,2024-05-04 08:32:04,delivered,2024-05-11 08:32:04,2024-05-11 08:32:04
O000607,C02142,2026-03-30 21:50:31,processing,2026-04-09 21:50:31,
O000608,C00659,2024-02-12 10:06:43,delivered,2024-02-17 10:06:43,2024-02-18 10:06:43
O000609,C01277,2026-01-15 01:27:29,delivered,2026-01-27 01:27:29,2026-01-20 01:27:29
O000610,C00965,2025-08-20 06:39:06,delivered,2025-09-01 06:39:06,2025-08-21 06:39:06
O000611,C01471,2025-11-29 23:37:30,delivered,2025-12-06 23:37:30,2025-12-06 23:37:30
O000612,C00159,2025-04-11 05:05:28,delivered,2025-04-13 05:05:28,2025-04-17 05:05:28
O000613,C00389,2026-06-28 00:50:12,cancelled,2026-07-04 00:50:12,
O000614,C01060,2025-07-30 19:58:27,delivered,2025-08-02 19:58:27,2025-08-12 19:58:27
O000615,C01734,2026-03-02 19:18:02,delivered,2026-03-13 19:18:02,2026-03-08 19:18:02
O000616,C00092,2024-10-16 19:12:06,delivered,2024-10-28 19:12:06,2024-10-22 19:12:06
O000617,C00842,2024-05-06 02:39:33,shipped,2024-05-12 02:39:33,
O000618,C00836,2024-02-24 01:12:11,delivered,2024-02-28 01:12:11,2024-03-04 01:12:11
O000619,C00446,2025-12-02 11:23:02,delivered,2025-12-13 11:23:02,2025-12-04 11:23:02
O000620,C01645,2025-06-26 04:37:59,delivered,2025-07-07 04:37:59,2025-06-29 04:37:59
O000621,C02083,2024-03-31 21:19:56,delivered,2024-04-12 21:19:56,2024-04-05 21:19:56
O000622,C01584,2025-08-04 19:22:19,processing,2025-08-08 19:22:19,
O000623,C01189,2025-10-30 13:49:46,delivered,2025-11-02 13:49:46,2025-11-07 13:49:46
O000624,C00912,2024-05-24 23:01:08,delivered,2024-06-02 23:01:08,2024-06-03 23:01:08
O000625,C02176,2024-09-21 09:44:13,cancelled,2024-09-30 09:44:13,
O000626,C01452,2025-12-29 22:41:21,delivered,2026-01-07 22:41:21,2026-01-04 22:41:21
O000627,C00166,2024-10-11 14:10:44,delivered,2024-10-18 14:10:44,2024-10-17 14:10:44
O000628,C02408,2024-12-31 06:10:43,delivered,2025-01-10 06:10:43,2025-01-06 06:10:43
O000629,C00677,2024-03-10 09:22:25,delivered,2024-03-22 09:22:25,2024-03-18 09:22:25
O000630,C00351,2026-01-29 11:20:08,delivered,2026-01-31 11:20:08,2026-02-08 11:20:08
O000631,C00350,2026-06-11 05:42:08,cancelled,2026-06-14 05:42:08,
O000632,C02257,2025-06-22 19:36:12,delivered,2025-06-30 19:36:12,2025-06-28 19:36:12
O000633,C01601,2025-02-26 22:38:50,delivered,2025-03-06 22:38:50,2025-03-04 22:38:50
O000634,C01644,2024-05-29 03:51:39,delivered,2024-06-06 03:51:39,2024-06-02 03:51:39
O000635,C01719,2025-07-31 18:35:44,delivered,2025-08-07 18:35:44,2025-08-04 18:35:44
O000636,C00888,2025-04-10 17:12:38,delivered,2025-04-14 17:12:38,2025-04-17 17:12:38
O000637,C01594,2024-12-18 02:29:08,delivered,2024-12-27 02:29:08,2024-12-20 02:29:08
O000638,C00633,2026-05-23 09:04:18,delivered,2026-06-02 09:04:18,2026-05-29 09:04:18
O000639,C00300,2026-04-20 08:57:09,shipped,2026-04-28 08:57:09,
O000640,C01808,2026-04-15 01:00:19,delivered,2026-04-17 01:00:19,2026-04-20 01:00:19
O000641,C00807,2025-01-31 20:22:56,delivered,2025-02-12 20:22:56,2025-02-05 20:22:56
O000642,C01758,2024-05-04 19:03:39,delivered,2024-05-14 19:03:39,2024-05-09 19:03:39
O000643,C00559,2024-07-28 07:57:58,delivered,2024-08-08 07:57:58,2024-08-04 07:57:58
O000644,C01556,2025-02-03 00:15:26,delivered,2025-02-11 00:15:26,2025-02-04 00:15:26
O000645,C00758,2024-03-13 17:52:37,delivered,2024-03-19 17:52:37,2024-03-15 17:52:37
O000646,C02437,2026-04-26 19:31:22,delivered,2026-05-08 19:31:22,2026-05-02 19:31:22
O000647,C02322,2026-04-20 08:42:14,delivered,2026-04-22 08:42:14,2026-04-27 08:42:14
O000648,C01869,2025-12-30 03:14:24,delivered,2026-01-06 03:14:24,2026-01-03 03:14:24
O000649,C00529,2024-09-27 15:27:29,cancelled,2024-10-03 15:27:29,
O000650,C01988,2025-08-27 16:39:35,delivered,2025-09-05 16:39:35,2025-08-28 16:39:35
O000651,C00770,2025-07-06 16:32:12,delivered,2025-07-10 16:32:12,2025-07-16 16:32:12
O000652,C01741,2025-02-21 07:54:11,delivered,2025-02-26 07:54:11,2025-02-22 07:54:11
O000653,C00269,2025-11-19 09:57:48,processing,2025-11-21 09:57:48,
O000654,C00755,2025-06-11 01:58:12,shipped,2025-06-23 01:58:12,
O000655,C00530,2026-02-13 17:48:09,delivered,2026-02-25 17:48:09,2026-02-19 17:48:09
O000656,C01012,2025-08-17 07:54:23,delivered,2025-08-28 07:54:23,2025-08-24 07:54:23
O000657,C01354,2025-05-31 06:35:15,processing,2025-06-09 06:35:15,
O000658,C01809,2024-12-20 21:49:31,delivered,2024-12-27 21:49:31,2024-12-24 21:49:31
O000659,C00188,2024-01-04 10:03:09,shipped,2024-01-09 10:03:09,
O000660,C02084,2024-02-18 22:50:08,delivered,2024-02-27 22:50:08,2024-02-22 22:50:08
O000661,C01950,2025-04-01 12:02:26,delivered,2025-04-08 12:02:26,2025-04-10 12:02:26
O000662,C01168,2026-04-22 02:22:07,delivered,2026-04-30 02:22:07,2026-04-28 02:22:07
O000663,C01341,2026-03-19 14:59:40,delivered,2026-03-31 14:59:40,2026-03-24 14:59:40
O000664,C00590,2025-03-15 11:10:24,delivered,2025-03-19 11:10:24,2025-03-23 11:10:24
O000665,C02488,2025-10-15 13:26:42,delivered,2025-10-27 13:26:42,2025-10-24 13:26:42
O000666,C00910,2025-03-17 00:10:38,delivered,2025-03-28 00:10:38,2025-03-26 00:10:38
O000667,C00864,2026-04-06 05:11:50,delivered,2026-04-10 05:11:50,2026-04-07 05:11:50
O000668,C02456,2026-01-16 14:03:57,delivered,2026-01-18 14:03:57,2026-01-28 14:03:57
O000669,C01476,2024-03-26 18:56:15,cancelled,2024-04-06 18:56:15,
O000670,C01619,2025-08-16 06:56:24,delivered,2025-08-24 06:56:24,2025-08-23 06:56:24
O000671,C01491,2024-06-04 07:52:24,delivered,2024-06-09 07:52:24,2024-06-10 07:52:24
O000672,C00401,2025-11-10 16:37:14,delivered,2025-11-17 16:37:14,2025-11-13 16:37:14
O000673,C01971,2024-04-26 13:34:12,cancelled,2024-05-03 13:34:12,
O000674,C00136,2026-05-14 09:15:59,delivered,2026-05-25 09:15:59,2026-05-19 09:15:59
O000675,C00679,2025-06-25 07:49:54,delivered,2025-07-03 07:49:54,2025-06-30 07:49:54
O000676,C00774,2025-06-03 14:27:12,processing,2025-06-07 14:27:12,
O000677,C00049,2025-01-04 07:11:11,delivered,2025-01-14 07:11:11,2025-01-09 07:11:11
O000678,C00029,2025-07-26 23:50:58,delivered,2025-07-28 23:50:58,2025-08-04 23:50:58
O000679,C00993,2026-01-12 05:00:28,delivered,2026-01-23 05:00:28,2026-01-17 05:00:28
O000680,C00201,2025-11-15 14:18:15,delivered,2025-11-22 14:18:15,2025-11-21 14:18:15
O000681,C01124,2026-04-20 12:12:24,delivered,2026-04-29 12:12:24,2026-04-21 12:12:24
O000682,C00165,2024-05-12 05:33:17,delivered,,2024-05-16 05:33:17
O000683,C02044,2024-06-27 16:41:46,cancelled,2024-07-08 16:41:46,
O000684,C01610,2026-03-26 12:37:36,delivered,2026-03-31 12:37:36,2026-03-29 12:37:36
O000685,C00478,2024-09-25 04:50:57,delivered,2024-10-03 04:50:57,2024-09-30 04:50:57
O000686,C00834,2024-10-04 10:34:35,cancelled,2024-10-07 10:34:35,
O000687,C01226,2024-07-02 22:46:20,delivered,2024-07-10 22:46:20,2024-07-07 22:46:20
O000688,C01038,2025-03-27 07:26:17,delivered,2025-04-08 07:26:17,2025-04-06 07:26:17
O000689,C00727,2025-12-04 08:32:30,delivered,2025-12-13 08:32:30,2025-12-11 08:32:30
O000690,C02419,2025-02-02 04:09:32,delivered,2025-02-10 04:09:32,2025-02-08 04:09:32
O000691,C00675,2024-11-22 00:04:51,delivered,2024-11-27 00:04:51,2024-11-28 00:04:51
O000692,C01619,2026-02-20 13:51:42,delivered,2026-03-04 13:51:42,2026-02-24 13:51:42
O000693,C01450,2025-08-15 13:24:22,delivered,2025-08-22 13:24:22,2025-08-19 13:24:22
O000694,C00065,2025-04-25 11:21:19,delivered,2025-04-28 11:21:19,2025-05-04 11:21:19
O000695,C01259,2025-11-23 17:02:22,processing,2025-12-01 17:02:22,
O000696,C01171,2024-04-16 19:09:55,delivered,2024-04-20 19:09:55,2024-04-23 19:09:55
O000697,C01710,2025-11-29 13:11:56,delivered,2025-12-06 13:11:56,2025-12-02 13:11:56
O000698,C00338,2025-11-06 17:54:17,delivered,2025-11-10 17:54:17,2025-11-15 17:54:17
O000699,C00004,2024-03-01 20:23:55,delivered,2024-03-04 20:23:55,2024-03-04 20:23:55
O000700,C00687,2024-01-23 09:52:16,delivered,2024-01-30 09:52:16,2024-01-30 09:52:16
O000701,C00773,2025-11-05 07:57:20,delivered,2025-11-07 07:57:20,2025-11-09 07:57:20
O000702,C01761,2024-02-25 06:34:49,delivered,2024-03-08 06:34:49,2024-02-29 06:34:49
O000703,C01025,2024-07-25 13:02:33,delivered,2024-07-28 13:02:33,2024-07-31 13:02:33
O000704,C01276,2025-11-01 18:56:00,delivered,2025-11-03 18:56:00,2025-11-05 18:56:00
O000705,C01171,2025-07-29 08:54:31,delivered,2025-08-04 08:54:31,2025-08-02 08:54:31
O000706,C02292,2025-09-09 03:04:52,delivered,2025-09-20 03:04:52,2025-09-17 03:04:52
O000707,C00185,2024-05-07 10:58:06,delivered,2024-05-09 10:58:06,2024-05-18 10:58:06
O000708,C00434,2025-02-27 03:33:31,delivered,2025-03-05 03:33:31,2025-03-08 03:33:31
O000709,C01603,2025-06-17 18:29:56,delivered,2025-06-24 18:29:56,2025-06-18 18:29:56
O000710,C01400,2025-08-05 13:29:21,delivered,2025-08-13 13:29:21,2025-08-13 13:29:21
O000711,C02485,2025-02-22 07:12:58,delivered,2025-03-02 07:12:58,2025-02-23 07:12:58
O000712,C01661,2025-08-23 00:21:48,delivered,2025-08-31 00:21:48,2025-08-26 00:21:48
O000713,C01693,2024-07-12 12:40:52,delivered,2024-07-17 12:40:52,2024-07-16 12:40:52
O000714,C00145,2024-08-10 05:48:05,delivered,2024-08-12 05:48:05,2024-08-20 05:48:05
O000715,C00995,2026-05-04 19:39:44,delivered,2026-05-12 19:39:44,2026-05-05 19:39:44
O000716,C01603,2025-03-10 14:00:54,delivered,2025-03-18 14:00:54,2025-03-11 14:00:54
O000717,C00127,2026-05-02 08:11:20,delivered,2026-05-07 08:11:20,2026-05-05 08:11:20
O000718,C01650,2025-05-28 16:33:28,delivered,2025-06-06 16:33:28,2025-06-03 16:33:28
O000719,C01344,2024-05-03 10:04:06,delivered,2024-05-12 10:04:06,2024-05-06 10:04:06
O000720,C02309,2025-11-13 00:51:46,processing,2025-11-17 00:51:46,
O000721,C01790,2024-12-17 22:46:03,delivered,2024-12-19 22:46:03,2024-12-21 22:46:03
O000722,C00063,2024-04-29 21:05:13,delivered,2024-05-02 21:05:13,2024-05-06 21:05:13
O000723,C02256,2025-07-16 03:38:53,cancelled,2025-07-20 03:38:53,
O000724,C00794,2025-08-26 14:51:22,delivered,2025-08-28 14:51:22,2025-09-01 14:51:22
O000725,C01450,2025-06-13 18:17:58,delivered,2025-06-16 18:17:58,2025-06-22 18:17:58
O000726,C00372,2026-03-09 10:41:59,delivered,2026-03-16 10:41:59,2026-03-14 10:41:59
O000727,C00950,2025-10-07 11:15:05,delivered,2025-10-13 11:15:05,2025-10-12 11:15:05
O000728,C01435,2024-10-27 04:34:55,cancelled,2024-11-06 04:34:55,
O000729,C01285,2025-08-01 16:19:43,delivered,2025-08-12 16:19:43,2025-08-03 16:19:43
O000730,C02311,2025-09-18 17:07:34,delivered,2025-09-28 17:07:34,2025-09-21 17:07:34
O000731,C00993,2025-06-06 06:04:28,processing,2025-06-15 06:04:28,
O000732,C00242,2024-06-08 19:19:15,returned,2024-06-17 19:19:15,2024-06-15 19:19:15
O000733,C01549,2024-11-27 12:26:14,delivered,2024-12-06 12:26:14,2024-12-01 12:26:14
O000734,C00461,2026-04-15 18:57:19,delivered,2026-04-18 18:57:19,2026-04-19 18:57:19
O000735,C00038,2025-09-15 19:49:41,delivered,2025-09-20 19:49:41,2025-09-17 19:49:41
O000736,C01928,2026-05-23 19:18:49,cancelled,2026-06-04 19:18:49,
O000737,C01901,2024-03-31 13:44:44,delivered,2024-04-10 13:44:44,2024-04-05 13:44:44
O000738,C00733,2026-01-11 20:49:21,cancelled,2026-01-14 20:49:21,
O000739,C01140,2024-03-06 19:37:48,delivered,2024-03-13 19:37:48,2024-03-08 19:37:48
O000740,C01264,2025-04-02 21:06:05,shipped,2025-04-12 21:06:05,
O000741,C01712,2024-06-25 19:39:25,delivered,2024-07-05 19:39:25,2024-06-29 19:39:25
O000742,C01913,2026-06-15 07:46:19,delivered,2026-06-18 07:46:19,2026-06-17 07:46:19
O000743,C01277,2025-09-15 01:47:15,delivered,2025-09-21 01:47:15,2025-09-21 01:47:15
O000744,C02147,2024-10-07 13:12:37,shipped,2024-10-13 13:12:37,
O000745,C01699,2026-02-04 01:35:35,delivered,,2026-02-11 01:35:35
O000746,C01706,2025-02-02 22:48:34,delivered,2025-02-12 22:48:34,2025-02-05 22:48:34
O000747,C01888,2024-03-19 02:27:49,delivered,2024-03-21 02:27:49,2024-03-23 02:27:49
O000748,C00500,2025-05-26 02:56:01,delivered,2025-06-06 02:56:01,2025-06-01 02:56:01
O000749,C01461,2026-03-16 23:47:45,delivered,2026-03-26 23:47:45,2026-03-17 23:47:45
O000750,C01141,2026-02-06 21:51:01,delivered,2026-02-17 21:51:01,2026-02-11 21:51:01
O000751,C00863,2025-09-02 21:15:50,delivered,2025-09-06 21:15:50,2025-09-10 21:15:50
O000752,C00434,2024-12-08 21:16:58,delivered,2024-12-15 21:16:58,2024-12-15 21:16:58
O000753,C00122,2024-07-24 09:19:40,delivered,2024-08-03 09:19:40,2024-07-28 09:19:40
O000754,C00544,2026-03-20 19:25:24,delivered,2026-03-31 19:25:24,2026-03-25 19:25:24
O000755,C00405,2025-03-13 07:08:49,delivered,2025-03-23 07:08:49,2025-03-21 07:08:49
O000756,C01417,2024-07-11 06:35:03,delivered,2024-07-21 06:35:03,2024-07-21 06:35:03
O000757,C00955,2025-09-16 14:00:55,delivered,2025-09-18 14:00:55,2025-09-17 14:00:55
O000758,C00427,2025-12-02 18:18:30,delivered,2025-12-12 18:18:30,2025-12-04 18:18:30
O000759,C00596,2025-01-29 11:55:51,delivered,2025-02-02 11:55:51,2025-02-05 11:55:51
O000760,C00106,2025-10-15 19:17:25,delivered,2025-10-22 19:17:25,2025-10-24 19:17:25
O000761,C01110,2026-02-06 11:07:12,delivered,2026-02-08 11:07:12,2026-02-11 11:07:12
O000762,C00723,2026-01-20 20:27:18,delivered,2026-01-27 20:27:18,2026-01-25 20:27:18
O000763,C01684,2025-02-21 22:58:35,shipped,2025-02-28 22:58:35,
O000764,C01322,2024-07-11 21:22:15,delivered,2024-07-15 21:22:15,2024-07-13 21:22:15
O000765,C01676,2025-11-29 14:26:55,shipped,2025-12-08 14:26:55,
O000766,C01682,2026-06-13 10:45:48,delivered,2026-06-22 10:45:48,2026-06-16 10:45:48
O000767,C02091,2024-11-12 15:19:42,delivered,2024-11-21 15:19:42,2024-11-20 15:19:42
O000768,C01610,2024-03-07 08:38:57,delivered,2024-03-18 08:38:57,2024-03-15 08:38:57
O000769,C01688,2025-08-01 10:06:17,delivered,2025-08-06 10:06:17,2025-08-04 10:06:17
O000770,C02286,2026-02-14 23:47:37,delivered,2026-02-20 23:47:37,2026-02-16 23:47:37
O000771,C00641,2025-09-29 13:35:52,delivered,2025-10-07 13:35:52,2025-09-30 13:35:52
O000772,C01303,2025-07-28 14:27:34,delivered,2025-08-05 14:27:34,2025-08-03 14:27:34
O000773,C01370,2025-06-26 23:32:00,delivered,2025-06-29 23:32:00,2025-07-01 23:32:00
O000774,C01842,2024-02-10 18:34:14,delivered,2024-02-12 18:34:14,2024-02-16 18:34:14
O000775,C00557,2025-02-15 18:45:44,delivered,2025-02-26 18:45:44,2025-02-22 18:45:44
O000776,C01389,2025-01-20 08:03:33,delivered,2025-02-01 08:03:33,2025-01-21 08:03:33
O000777,C01729,2026-03-05 09:24:13,delivered,2026-03-08 09:24:13,2026-03-09 09:24:13
O000778,C00918,2024-03-21 09:27:21,delivered,2024-03-28 09:27:21,2024-03-23 09:27:21
O000779,C00521,2026-05-17 08:13:56,delivered,2026-05-21 08:13:56,2026-05-29 08:13:56
O000780,C02123,2024-08-12 13:26:04,delivered,2024-08-18 13:26:04,2024-08-13 13:26:04
O000781,C00967,2024-03-25 06:20:08,delivered,2024-03-30 06:20:08,2024-04-01 06:20:08
O000782,C01723,2024-05-13 20:32:08,delivered,2024-05-15 20:32:08,2024-05-17 20:32:08
O000783,C02166,2025-03-17 15:32:41,returned,2025-03-28 15:32:41,2025-03-20 15:32:41
O000784,C00546,2024-11-28 07:42:33,delivered,2024-12-09 07:42:33,2024-12-02 07:42:33
O000785,C01155,2025-06-22 11:15:02,delivered,2025-06-24 11:15:02,2025-06-28 11:15:02
O000786,C01011,2025-01-12 18:18:45,delivered,2025-01-18 18:18:45,2025-01-14 18:18:45
O000787,C02426,2024-10-23 14:58:57,delivered,2024-11-01 14:58:57,2024-10-25 14:58:57
O000788,C00471,2025-12-30 20:23:56,delivered,2026-01-08 20:23:56,2026-01-04 20:23:56
O000789,C01705,2025-09-02 02:06:03,delivered,2025-09-09 02:06:03,2025-09-10 02:06:03
O000790,C02109,2025-12-12 17:36:45,processing,2025-12-18 17:36:45,
O000791,C00184,2024-12-19 04:11:08,delivered,2024-12-30 04:11:08,2024-12-23 04:11:08
O000792,C01322,2024-02-19 07:31:47,delivered,2024-02-21 07:31:47,2024-02-23 07:31:47
O000793,C02362,2025-09-02 01:16:57,delivered,2025-09-08 01:16:57,2025-09-10 01:16:57
O000794,C01188,2026-02-25 08:23:01,delivered,2026-03-05 08:23:01,2026-02-26 08:23:01
O000795,C02141,2025-12-06 08:09:19,delivered,2025-12-12 08:09:19,2025-12-10 08:09:19
O000796,C00892,2024-01-17 02:14:42,delivered,2024-01-22 02:14:42,2024-01-24 02:14:42
O000797,C01010,2025-09-10 15:07:55,delivered,2025-09-14 15:07:55,2025-09-11 15:07:55
O000798,C01959,2024-01-10 01:48:24,delivered,2024-01-21 01:48:24,2024-01-13 01:48:24
O000799,C00259,2026-01-09 21:29:49,delivered,2026-01-17 21:29:49,2026-01-15 21:29:49
O000800,C02160,2025-09-19 18:07:34,delivered,2025-09-24 18:07:34,2025-09-21 18:07:34
O000801,C02256,2024-12-27 01:47:39,delivered,2024-12-29 01:47:39,2025-01-05 01:47:39
O000802,C01065,2024-09-16 18:11:16,delivered,2024-09-27 18:11:16,2024-09-22 18:11:16
O000803,C00938,2024-07-22 17:27:30,delivered,2024-07-26 17:27:30,2024-07-31 17:27:30
O000804,C01105,2024-12-29 21:23:24,delivered,2025-01-03 21:23:24,2025-01-07 21:23:24
O000805,C01227,2025-06-02 21:41:06,delivered,2025-06-09 21:41:06,2025-06-12 21:41:06
O000806,C01956,2025-05-03 17:35:56,delivered,2025-05-12 17:35:56,2025-05-08 17:35:56
O000807,C00905,2024-05-09 06:49:22,shipped,2024-05-11 06:49:22,
O000808,C02324,2024-03-09 20:48:47,delivered,2024-03-15 20:48:47,2024-03-19 20:48:47
O000809,C01510,2025-09-19 17:11:45,delivered,2025-09-30 17:11:45,2025-09-26 17:11:45
O000810,C00780,2025-04-21 15:28:15,delivered,2025-05-02 15:28:15,2025-05-01 15:28:15
O000811,C00046,2026-03-20 02:00:41,delivered,2026-03-26 02:00:41,2026-03-29 02:00:41
O000812,C01658,2024-12-30 05:22:41,delivered,2025-01-03 05:22:41,2025-01-09 05:22:41
O000813,C02268,2024-04-02 21:29:33,delivered,2024-04-12 21:29:33,2024-04-09 21:29:33
O000814,C01520,2024-02-04 16:30:33,delivered,2024-02-06 16:30:33,2024-02-10 16:30:33
O000815,C01271,2024-03-27 08:06:29,delivered,2024-04-05 08:06:29,2024-04-02 08:06:29
O000816,C01742,2026-03-08 18:46:58,cancelled,2026-03-16 18:46:58,
O000817,C01340,2024-10-24 03:39:30,shipped,2024-10-31 03:39:30,
O000818,C02166,2025-04-03 05:30:24,delivered,2025-04-12 05:30:24,2025-04-05 05:30:24
O000819,C01407,2025-10-12 13:21:07,delivered,2025-10-20 13:21:07,2025-10-21 13:21:07
O000820,C01575,2024-11-13 22:05:58,delivered,2024-11-24 22:05:58,2024-11-19 22:05:58
O000821,C00754,2024-09-23 09:54:30,delivered,2024-10-04 09:54:30,2024-09-30 09:54:30
O000822,C00428,2024-11-04 00:22:22,delivered,2024-11-12 00:22:22,2024-11-12 00:22:22
O000823,C02298,2024-04-15 08:06:53,processing,2024-04-20 08:06:53,
O000824,C00949,2024-04-24 05:38:08,shipped,2024-04-29 05:38:08,
O000825,C02041,2026-03-21 23:15:38,delivered,2026-03-27 23:15:38,2026-03-24 23:15:38
O000826,C01076,2026-02-23 03:48:54,delivered,2026-03-03 03:48:54,2026-03-01 03:48:54
O000827,C01153,2025-11-06 04:24:28,delivered,,2025-11-15 04:24:28
O000828,C01475,2024-12-18 02:38:08,shipped,2024-12-29 02:38:08,
O000829,C01122,2025-10-24 19:08:10,cancelled,2025-10-26 19:08:10,
O000830,C00432,2026-01-20 09:02:16,delivered,2026-01-29 09:02:16,2026-01-27 09:02:16
O000831,C01829,2025-10-17 16:40:05,delivered,2025-10-28 16:40:05,2025-10-19 16:40:05
O000832,C00858,2026-02-20 06:47:54,delivered,2026-02-23 06:47:54,2026-02-22 06:47:54
O000833,C01497,2024-07-17 02:37:12,delivered,2024-07-23 02:37:12,2024-07-23 02:37:12
O000834,C00716,2026-04-09 05:13:35,delivered,2026-04-18 05:13:35,2026-04-11 05:13:35
O000835,C00264,2024-02-08 20:32:48,returned,2024-02-17 20:32:48,2024-02-14 20:32:48
O000836,C00803,2024-02-25 19:07:52,delivered,2024-03-05 19:07:52,2024-03-04 19:07:52
O000837,C02018,2024-10-19 18:42:07,shipped,2024-10-31 18:42:07,
O000838,C00709,2024-05-18 20:55:52,delivered,2024-05-30 20:55:52,2024-05-24 20:55:52
O000839,C01105,2026-02-10 15:36:04,delivered,2026-02-18 15:36:04,2026-02-21 15:36:04
O000840,C00859,2024-08-30 04:00:16,delivered,2024-09-06 04:00:16,2024-09-03 04:00:16
O000841,C00224,2025-12-04 20:38:43,delivered,2025-12-12 20:38:43,2025-12-09 20:38:43
O000842,C00024,2026-05-11 12:06:49,delivered,2026-05-20 12:06:49,2026-05-17 12:06:49
O000843,C00223,2025-02-10 15:04:51,delivered,2025-02-18 15:04:51,2025-02-15 15:04:51
O000844,C01425,2024-06-16 14:20:11,returned,2024-06-23 14:20:11,2024-06-25 14:20:11
O000845,C00836,2025-03-30 02:42:25,cancelled,2025-04-08 02:42:25,
O000846,C00119,2025-01-31 03:47:46,delivered,2025-02-02 03:47:46,2025-02-09 03:47:46
O000847,C00261,2025-08-06 02:19:25,delivered,2025-08-18 02:19:25,2025-08-17 02:19:25
O000848,C01241,2025-11-07 02:32:17,shipped,2025-11-13 02:32:17,
O000849,C01204,2024-05-09 02:40:05,delivered,2024-05-17 02:40:05,2024-05-20 02:40:05
O000850,C01175,2025-03-10 09:21:41,delivered,2025-03-15 09:21:41,2025-03-14 09:21:41
O000851,C00992,2025-10-09 03:49:46,delivered,2025-10-11 03:49:46,2025-10-17 03:49:46
O000852,C01162,2025-05-15 11:09:25,shipped,2025-05-20 11:09:25,
O000853,C01310,2024-02-19 09:15:07,returned,2024-03-01 09:15:07,2024-03-02 09:15:07
O000854,C01979,2025-08-07 05:34:35,delivered,2025-08-17 05:34:35,2025-08-11 05:34:35
O000855,C01562,2024-06-30 17:45:58,delivered,2024-07-11 17:45:58,2024-07-14 17:45:58
O000856,C00760,2024-12-03 14:12:20,delivered,2024-12-07 14:12:20,2024-12-07 14:12:20
O000857,C00737,2026-03-14 03:41:08,delivered,2026-03-20 03:41:08,2026-03-19 03:41:08
O000858,C01352,2024-08-19 23:20:16,delivered,2024-08-21 23:20:16,2024-08-27 23:20:16
O000859,C00208,2024-04-19 01:04:11,delivered,2024-04-24 01:04:11,2024-04-21 01:04:11
O000860,C01019,2025-05-06 00:26:04,returned,2025-05-13 00:26:04,2025-05-11 00:26:04
O000861,C01526,2024-04-19 22:44:26,delivered,2024-04-28 22:44:26,2024-04-26 22:44:26
O000862,C01621,2024-06-22 11:08:54,shipped,2024-06-29 11:08:54,
O000863,C00415,2025-11-14 04:31:34,delivered,2025-11-16 04:31:34,2025-11-21 04:31:34
O000864,C00887,2026-01-31 01:12:47,delivered,2026-02-02 01:12:47,2026-02-03 01:12:47
O000865,C02418,2024-12-06 12:16:05,delivered,2024-12-08 12:16:05,2024-12-09 12:16:05
O000866,C01223,2024-05-10 10:52:12,delivered,2024-05-16 10:52:12,2024-05-18 10:52:12
O000867,C00141,2025-09-28 12:34:56,delivered,2025-10-10 12:34:56,2025-10-02 12:34:56
O000868,C01784,2024-11-30 16:15:49,returned,2024-12-10 16:15:49,2024-12-14 16:15:49
O000869,C02042,2026-03-29 11:30:13,delivered,2026-04-09 11:30:13,2026-04-03 11:30:13
O000870,C01776,2025-01-02 11:15:44,delivered,2025-01-04 11:15:44,2025-01-08 11:15:44
O000871,C02260,2025-08-17 22:01:40,delivered,2025-08-23 22:01:40,2025-08-21 22:01:40
