customer_id,customer_name,city,region,segment,signup_date
C00442,Cliente 0442,Concepción,VIII,Retail,2024-04-15
C00443,Cliente 0443,Santiago,RM,Retail,2026-06-02
C00444,Cliente 0444,Concepción,VIII,Retail,2026-05-28
C00445,Cliente 0445,Puerto Montt,X,Retail,2024-09-11
C00446,Cliente 0446,Viña del Mar,V,Retail,2025-05-29
C00447,Cliente 0447,Puerto Montt,X,Retail,2025-04-21
C00448,Cliente 0448,Rancagua,VI,Retail,2024-07-24
C00449,Cliente 0449,Rancagua,VI,Retail,2025-05-20
C00450,Cliente 0450,Concepción,VIII,Retail,2025-02-23
C00451,Cliente 0451,Santiago,RM,Corporate,2024-01-02
C00452,Cliente 0452,La Serena,IV,Retail,2024-08-31
C00453,Cliente 0453,Antofagasta,II,Retail,2024-08-25
C00454,Cliente 0454,Valparaíso,V,Retail,2025-06-01
C00455,Cliente 0455,Santiago,RM,Retail,2024-05-13
C00456,Cliente 0456,Puerto Montt,X,Premium,2026-01-23
C00457,Cliente 0457,La Serena,IV,Retail,2026-02-27
C00458,Cliente 0458,Temuco,IX,Retail,2025-07-02
C00459,Cliente 0459,Antofagasta,II,Premium,2024-04-02
C00460,Cliente 0460,Viña del Mar,V,Retail,2026-05-05
C00461,Cliente 0461, Puerto Montt ,X,Retail,2025-11-24
C00462,Cliente 0462,Puerto Montt,X,Premium,2025-07-23
C00463,Cliente 0463,Concepción,VIII,Retail,2024-03-04
C00464,Cliente 0464,Valparaíso,V,Retail,2024-09-22
C00465,Cliente 0465,Rancagua,VI,Premium,2024-04-04
C00466,Cliente 0466,Viña del Mar,V,Retail,2026-01-11
C00467,Cliente 0467, Temuco ,IX,Retail,2024-07-10
C00468,Cliente 0468,Viña del Mar,V,Retail,2025-10-24
C00469,Cliente 0469,Valparaíso,V,Retail,2024-05-20
C00470,Cliente 0470,Talca,VII,Premium,2025-01-26
C00471,Cliente 0471,Viña del Mar,V,Retail,2025-02-01
C00472,Cliente 0472,Antofagasta,II,Retail,2025-04-28
C00473,Cliente 0473,Concepción,VIII,Retail,2025-11-03
C00474,Cliente 0474,Santiago,RM,Premium,2024-08-12
C00475,Cliente 0475,Concepción,VIII,Retail,2025-08-29
C00476,Cliente 0476,Santiago,RM,Premium,2024-12-26
C00477,Cliente 0477,Rancagua,VI,Retail,2024-06-28
C00478,Cliente 0478,Santiago,RM,Retail,2024-01-01
C00479,Cliente 0479,Concepción,VIII,Corporate,2026-05-14
C00480,Cliente 0480,Concepción,VIII,Premium,2026-05-16
C00481,Cliente 0481,Puerto Montt,X,Retail,2024-12-10
C00482,Cliente 0482,Puerto Montt,X,Premium,2025-05-13
C00483,Cliente 0483,Viña del Mar,V,Premium,2024-08-16
C00484,Cliente 0484,Antofagasta,II,Retail,2026-01-16
C00485,Cliente 0485,Viña del Mar,V,Retail,2025-09-08
C00486,Cliente 0486,Viña del Mar,V,Retail,2025-05-23
C00487,Cliente 0487,Temuco,IX,Retail,2026-06-25
C00488,Cliente 0488,Temuco,IX,Retail,2024-09-28
C00489,Cliente 0489,Valparaíso,V,Premium,2024-02-19
C00490,Cliente 0490,Puerto Montt,X,Retail,2025-01-22
C00491,Cliente 0491,Viña del Mar,V,Retail,2025-12-04
C00492,Cliente 0492,Antofagasta,II,Retail,2024-09-24
C00493,Cliente 0493,Valparaíso,V,Retail,2024-04-05
C00494,Cliente 0494,Santiago,RM,Retail,2025-10-31
C00495,Cliente 0495,Temuco,IX,Retail,2024-07-13
C00496,Cliente 0496,Antofagasta,II,Retail,2024-10-31
C00497,Cliente 0497,Rancagua,VI,Retail,2025-01-04
C00498,Cliente 0498,Viña del Mar,V,Retail,2024-04-09
C00499,Cliente 0499,Rancagua,VI,Premium,2024-11-11
C00500,Cliente 0500,Talca,VII,Retail,2025-01-14
C00501,Cliente 0501,Rancagua,VI,Retail,2026-05-07
C00502,Cliente 0502,Valparaíso,V,Retail,2024-12-18
C00503,Cliente 0503,Santiago,RM,Premium,2026-04-18
C00504,Cliente 0504,Rancagua,VI,Retail,2024-08-29
C00505,Cliente 0505,Santiago,RM,Retail,2025-06-13
C00506,Cliente 0506,Rancagua,VI,Retail,2024-06-20
C00507,Cliente 0507,Puerto Montt,X,Retail,2026-04-22
C00508,Cliente 0508,Valparaíso,V,Retail,2025-07-23
C00509,Cliente 0509,Santiago,RM,Premium,2025-09-30
C00510,Cliente 0510,Concepción,VIII,Retail,2025-08-19
C00511,Cliente 0511,Antofagasta,II,Premium,2026-06-20
C00512,Cliente 0512,Viña del Mar,V,Retail,2024-02-08
C00513,Cliente 0513,Puerto Montt,X,Retail,2026-06-29
C00514,Cliente 0514,Antofagasta,II,Premium,2024-01-21
C00515,Cliente 0515,Rancagua,VI,Premium,2025-12-02
C00516,Cliente 0516,Rancagua,VI,Premium,2024-11-24
C00517,Cliente 0517,Rancagua,VI,Retail,2026-04-23
C00518,Cliente 0518,Santiago,RM,Retail,2024-06-11
C00519,Cliente 0519,Talca,VII,Premium,2024-01-30
C00520,Cliente 0520,La Serena,IV,Retail,2024-02-21
C00521,Cliente 0521,Talca,VII,Retail,2024-05-06
C00522,Cliente 0522,Rancagua,VI,Retail,2024-12-24
C00523,Cliente 0523,Valparaíso,V,Retail,2025-01-30
C00524,Cliente 0524,la serena,IV,Retail,2025-11-24
C00525,Cliente 0525,Santiago,RM,Retail,2024-05-15
C00526,Cliente 0526,Viña del Mar,V,Premium,2024-11-08
C00527,Cliente 0527,Rancagua,VI,Retail,2025-04-22
C00528,Cliente 0528,Valparaíso,V,Retail,2025-11-09
C00529,Cliente 0529,Valparaíso,V,Retail,2024-12-10
C00530,Cliente 0530,Antofagasta,II,Retail,2025-06-13
C00531,Cliente 0531,Viña del Mar,V,Retail,2024-11-23
C00532,Cliente 0532,Antofagasta,II,Corporate,2025-02-18
C00533,Cliente 0533,La Serena,IV,Retail,2025-12-31
C00534,Cliente 0534,Temuco,IX,Retail,2026-05-15
C00535,Cliente 0535,Valparaíso,V,Retail,2026-01-28
C00536,Cliente 0536,Temuco,IX,Retail,2024-08-15
C00537,Cliente 0537,Temuco,IX,Retail,2025-08-22
C00538,Cliente 0538,Viña del Mar,V,Retail,2025-09-27
C00539,Cliente 0539,Puerto Montt,X,Retail,2025-02-27
C00540,Cliente 0540,Temuco,IX,Retail,2025-08-06
C00541,Cliente 0541,Valparaíso,V,Retail,2025-10-08
C00542,Cliente 0542,La Serena,IV,Premium,2024-06-21
C00543,Cliente 0543,Valparaíso,V,Retail,2025-03-20
C00544,Cliente 0544,Santiago,RM,Retail,2024-07-23
C00545,Cliente 0545,Talca,VII,Retail,2025-11-23
C00546,Cliente 0546,Temuco,IX,Retail,2024-04-15
C00547,Cliente 0547,Santiago,RM,Retail,2024-10-24
C00548,Cliente 0548,Concepción,VIII,Retail,2025-05-16
C00549,Cliente 0549,Puerto Montt,X,Retail,2024-08-17
C00550,Cliente 0550,Valparaíso,V,Retail,2025-10-28
C00551,Cliente 0551,Viña del Mar,V,Retail,2024-02-19
C00552,Cliente 0552,Puerto Montt,X,Retail,2024-05-06
C00553,Cliente 0553,Santiago,RM,Retail,2025-11-08
C00554,Cliente 0554,Concepción,VIII,Retail,2024-04-17
C00555,Cliente 0555,Valparaíso,V,Retail,2025-09-15
C00556,Cliente 0556,Temuco,IX,Premium,2024-10-29
C00557,Cliente 0557,Rancagua,VI,Retail,2024-01-03
C00558,Cliente 0558,Rancagua,VI,Retail,2024-04-02
C00559,Cliente 0559,La Serena,IV,Retail,2024-10-30
C00560,Cliente 0560,Santiago,RM,Premium,2025-01-03
C00561,Cliente 0561,Santiago,RM,Retail,2024-05-21
C00562,Cliente 0562,Viña del Mar,V,Retail,2026-01-20
C00563,Cliente 0563,Puerto Montt,X,Corporate,2024-10-05
C00564,Cliente 0564,Concepción,VIII,Retail,2025-12-13
C00565,Cliente 0565,Viña del Mar,V,Retail,2025-08-05
C00566,Cliente 0566,Santiago,RM,Premium,2026-06-20
C00567,Cliente 0567,Rancagua,VI,Retail,2024-09-24
C00568,Cliente 0568,Viña del Mar,V,Premium,2024-08-17
C00569,Cliente 0569,Puerto Montt,X,Retail,2024-09-11
C00570,Cliente 0570,,VII,Premium,2025-09-19
C00571,Cliente 0571,Rancagua,VI,Premium,2026-06-09
C00572,Cliente 0572,Antofagasta,II,Retail,2024-08-16
C00573,Cliente 0573,Rancagua,VI,Retail,2025-08-09
C00574,Cliente 0574,Rancagua,VI,Premium,2024-01-19
C00575,Cliente 0575,Valparaíso,V,Premium,2025-09-25
C00576,Cliente 0576,Rancagua,VI,Corporate,2025-01-07
C00577,Cliente 0577,Viña del Mar,V,Retail,2026-01-03
C00578,Cliente 0578,La Serena,IV,Retail,2024-12-29
C00579,Cliente 0579,Valparaíso,V,Retail,2024-06-17
C00580,Cliente 0580,Valparaíso,V,Retail,2024-07-19
C00581,Cliente 0581,La Serena,IV,Premium,2024-04-20
C00582,Cliente 0582,Valparaíso,V,Premium,2025-04-06
C00583,Cliente 0583,Rancagua,VI,Retail,2026-01-23
C00584,Cliente 0584,Talca,VII,Premium,2024-06-30
C00585,Cliente 0585,Viña del Mar,V,Retail,2024-11-25
C00586,Cliente 0586,La Serena,IV,Retail,2024-12-17
C00587,Cliente 0587,Talca,VII,Retail,2025-12-19
C00588,Cliente 0588,La Serena,IV,Retail,2025-10-01
C00589,Cliente 0589,Concepción,VIII,Retail,2025-12-11
C00590,Cliente 0590,Rancagua,VI,Retail,2025-11-14
C00591,Cliente 0591,Puerto Montt,X,Premium,2025-06-19
C00592,Cliente 0592,La Serena,IV,Retail,2026-03-15
C00593,Cliente 0593,Santiago,RM,Retail,2024-10-29
C00594,Cliente 0594,Valparaíso,V,Retail,2025-11-22
C00595,Cliente 0595,La Serena,IV,Retail,2026-03-26
C00596,Cliente 0596,Puerto Montt,X,Corporate,2025-12-02
C00597,Cliente 0597,La Serena,IV,Retail,2026-03-10
C00598,Cliente 0598,Temuco,IX,Premium,2025-07-13
C00599,Cliente 0599,Rancagua,VI,Retail,2025-11-30
C00600,Cliente 0600,Puerto Montt,X,Retail,2024-10-12
C00601,Cliente 0601,Santiago,RM,Retail,2025-12-27
C00602,Cliente 0602,Viña del Mar,V,Premium,2024-11-04
C00603,Cliente 0603,Temuco,IX,Retail,2024-07-07
C00604,Cliente 0604,Talca,VII,Retail,2024-12-23
C00605,Cliente 0605,Antofagasta,II,Retail,2026-02-09
C00606,Cliente 0606,Santiago,RM,Retail,2024-12-20
C00607,Cliente 0607,La Serena,IV,Corporate,2025-11-29
C00608,Cliente 0608,Antofagasta,II,Retail,2024-10-16
C00609,Cliente 0609,Talca,VII,Retail,2024-02-14
C00610,Cliente 0610,Valparaíso,V,Retail,2026-03-02
C00611,Cliente 0611,La Serena,IV,Premium,2025-03-10
C00612,Cliente 0612,Puerto Montt,X,Retail,2024-03-14
C00613,Cliente 0613,Valparaíso,V,Retail,2026-03-24
C00614,Cliente 0614,Antofagasta,II,Retail,2025-04-06
C00615,Cliente 0615,Valparaíso,V,Retail,2025-10-18
C00616,Cliente 0616,Valparaíso,V,Retail,2025-05-29
C00617,Cliente 0617,Antofagasta,II,Premium,2025-03-24
C00618,Cliente 0618,Talca,VII,Retail,2026-02-03
C00619,Cliente 0619,Concepción,VIII,Retail,2026-06-27
C00620,Cliente 0620,Talca,VII,Retail,2024-02-12
C00621,Cliente 0621,Valparaíso,V,Retail,2026-02-05
C00622,Cliente 0622,Concepción,VIII,Retail,2024-08-14
C00623,Cliente 0623,Viña del Mar,V,Premium,2026-05-21
C00624,Cliente 0624,Valparaíso,V,Retail,2024-07-21
C00625,Cliente 0625,La Serena,IV,Retail,2025-09-26
C00626,Cliente 0626,Viña del Mar,V,Retail,2025-12-11
C00627,Cliente 0627,Puerto Montt,X,Retail,2024-11-16
C00628,Cliente 0628,Antofagasta,II,Premium,2024-05-17
C00629,Cliente 0629,Antofagasta,II,Retail,2024-04-21
C00630,Cliente 0630,Concepción,VIII,Premium,2024-07-20
C00631,Cliente 0631,Santiago,RM,Premium,2025-10-08
C00632,Cliente 0632,La Serena,IV,Corporate,2025-07-18
C00633,Cliente 0633,Concepción,VIII,Retail,2024-08-16
C00634,Cliente 0634,,VII,Retail,2025-01-07
C00635,Cliente 0635,Viña del Mar,V,Retail,2026-02-14
C00636,Cliente 0636,Viña del Mar,V,Retail,2024-05-29
C00637,Cliente 0637,La Serena,IV,Retail,2025-01-13
C00638,Cliente 0638,Temuco,IX,Retail,2025-04-10
C00639,Cliente 0639,Talca,VII,Retail,2024-10-07
C00640,Cliente 0640,Puerto Montt,X,Retail,2025-10-31
C00641,Cliente 0641,Talca,VII,Retail,2026-04-16
C00642,Cliente 0642,Talca,VII,Premium,2025-03-26
C00643,Cliente 0643,Concepción,VIII,Retail,2025-01-05
C00644,Cliente 0644,Temuco,IX,Premium,2025-05-08
C00645,Cliente 0645,Puerto Montt,X,Retail,2024-02-14
C00646,Cliente 0646,Santiago,RM,Premium,2024-05-30
C00647,Cliente 0647,Puerto Montt,X,Retail,2025-07-31
C00648,Cliente 0648,Antofagasta,II,Corporate,2024-08-09
C00649,Cliente 0649,La Serena,IV,Premium,2025-09-07
C00650,Cliente 0650,Talca,VII,Retail,2026-01-11
C00651,Cliente 0651,Puerto Montt,X,Retail,2024-04-21
C00652,Cliente 0652,Puerto Montt,X,Premium,2025-09-12
C00653,Cliente 0653,Talca,VII,Retail,2024-04-30
C00654,Cliente 0654,Santiago,RM,Premium,2026-03-04
C00655,Cliente 0655,Talca,VII,Retail,2026-04-01
C00656,Cliente 0656,Viña del Mar,V,Retail,2024-05-17
C00657,Cliente 0657,Antofagasta,II,,2025-07-10
C00658,Cliente 0658,,RM,Retail,2024-04-30
C00659,Cliente 0659,Temuco,IX,Retail,2024-04-19
C00660,Cliente 0660,Talca,VII,Retail,2025-01-09
C00661,Cliente 0661,Puerto Montt,X,Retail,2025-07-24
C00662,Cliente 0662,Antofagasta,II,Retail,2026-03-03
C00663,Cliente 0663,La Serena,IV,Retail,2025-12-17
C00664,Cliente 0664,TALCA,VII,Retail,2025-12-01
C00665,Cliente 0665,Valparaíso,V,Premium,2025-04-27
C00666,Cliente 0666,Valparaíso,V,Retail,2026-01-11
C00667,Cliente 0667,Antofagasta,II,Premium,2025-09-03
C00668,Cliente 0668,Rancagua,VI,Retail,2026-05-20
C00669,Cliente 0669,Viña del Mar,V,Retail,2025-12-16
C00670,Cliente 0670,Santiago,RM,Corporate,2024-03-29
C00671,Cliente 0671,Viña del Mar,V,Retail,2024-01-16
C00672,Cliente 0672,Talca,VII,Corporate,2024-12-22
C00673,Cliente 0673,,IV,Retail,2025-02-17
C00674,Cliente 0674,Talca,VII,Retail,2024-10-28
C00675,Cliente 0675,Talca,VII,Premium,2025-08-11
C00676,Cliente 0676,La Serena,IV,Premium,2026-03-05
C00677,Cliente 0677,Rancagua,VI,Retail,2024-03-10
C00678,Cliente 0678,La Serena,IV,,2025-02-26
C00679,Cliente 0679,La Serena,IV,Retail,2025-02-12
C00680,Cliente 0680,Temuco,IX,Retail,2025-08-10
C00681,Cliente 0681,La Serena,IV,Retail,2024-07-23
C00682,Cliente 0682,La Serena,IV,Premium,2026-05-06
C00683,Cliente 0683,Valparaíso,V,Retail,2025-11-10
C00684,Cliente 0684,Santiago,RM,Premium,2025-01-15
C00685,Cliente 0685,Viña del Mar,V,Premium,2025-05-17
C00686,Cliente 0686,La Serena,IV,Premium,2024-05-11
C00687,Cliente 0687,Santiago,RM,Retail,2025-02-07
C00688,Cliente 0688,Temuco,IX,Retail,2024-01-13
C00689,Cliente 0689,Antofagasta,II,Retail,2024-09-26
C00690,Cliente 0690,Concepción,VIII,Retail,2024-08-03
C00691,Cliente 0691,Antofagasta,II,Retail,2025-08-08
C00692,Cliente 0692,Antofagasta,II,Premium,2025-07-22
C00693,Cliente 0693,Concepción,VIII,Retail,2024-01-10
C00694,Cliente 0694,Talca,VII,Retail,2024-11-19
C00695,Cliente 0695,Puerto Montt,X,Retail,2024-06-16
C00696,Cliente 0696,Valparaíso,V,Retail,2024-12-08
C00697,Cliente 0697,Antofagasta,II,Retail,2025-02-25
C00698,Cliente 0698,Viña del Mar,V,Retail,2025-10-26
C00699,Cliente 0699,Talca,VII,Retail,2026-01-24
C00700,Cliente 0700,Concepción,VIII,Premium,2025-10-17
C00701,Cliente 0701,Valparaíso,V,Retail,2024-12-17
C00702,Cliente 0702,Viña del Mar,V,Retail,2024-10-04
C00703,Cliente 0703,Talca,VII,Corporate,2025-02-27
C00704,Cliente 0704,Antofagasta,II,Corporate,2025-12-18
C00705,Cliente 0705,Rancagua,VI,Retail,2024-01-27
C00706,Cliente 0706,Viña del Mar,V,Retail,2025-11-01
C00707,Cliente 0707,Concepción,VIII,Retail,2026-05-08
C00708,Cliente 0708,Temuco,IX,Premium,2025-04-23
C00709,Cliente 0709,Talca,VII,Retail,2025-09-03
C00710,Cliente 0710,Talca,VII,Retail,2025-06-30
C00711,Cliente 0711,VALPARAÍSO,V,Retail,2025-01-09
C00712,Cliente 0712,,VIII,Retail,2025-04-25
C00713,Cliente 0713,Rancagua,VI,Retail,2026-02-23
C00714,Cliente 0714,Talca,VII,Retail,2025-02-25
C00715,Cliente 0715,Puerto Montt,X,Premium,2024-08-13
C00716,Cliente 0716,Viña del Mar,V,Premium,2025-12-02
C00717,Cliente 0717,Puerto Montt,X,Retail,2024-03-11
C00718,Cliente 0718,Rancagua,VI,Retail,2025-09-29
C00719,Cliente 0719,Talca,VII,Retail,2024-04-14
C00720,Cliente 0720,La Serena,IV,Retail,2024-01-16
C00721,Cliente 0721,Rancagua,VI,Corporate,2025-04-19
C00722,Cliente 0722,Santiago,RM,Retail,2025-02-05
C00723,Cliente 0723,Antofagasta,II,Premium,2026-04-28
C00724,Cliente 0724,Rancagua,VI,Retail,2024-02-04
C00725,Cliente 0725,La Serena,IV,Retail,2025-11-28
C00726,Cliente 0726,Talca,VII,Retail,2024-09-16
C00727,Cliente 0727,La Serena,IV,Corporate,2024-08-29
C00728,Cliente 0728,,V,Retail,2026-03-19
C00729,Cliente 0729,Rancagua,VI,Retail,2024-06-07
C00730,Cliente 0730,Viña del Mar,V,Retail,2026-02-16
C00731,Cliente 0731,Talca,VII,Premium,2024-05-08
C00732,Cliente 0732,Temuco,IX,Premium,2025-03-25
C00733,Cliente 0733,Antofagasta,II,Premium,2025-05-11
C00734,Cliente 0734,Viña del Mar,V,Retail,2024-12-22
C00735,Cliente 0735,Talca,VII,Retail,2025-06-27
C00736,Cliente 0736,rancagua,VI,Retail,2025-10-15
C00737,Cliente 0737,Temuco,IX,Premium,2024-09-01
C00738,Cliente 0738,Puerto Montt,X,Retail,2025-11-30
C00739,Cliente 0739,Puerto Montt,X,Retail,2024-04-23
C00740,Cliente 0740, Concepción ,VIII,Retail,2024-02-02
C00741,Cliente 0741,Puerto Montt,X,Retail,2025-06-22
C00742,Cliente 0742,Viña del Mar,V,Premium,2024-01-14
C00743,Cliente 0743,Rancagua,VI,Premium,2024-03-03
C00744,Cliente 0744,Temuco,IX,Premium,2024-02-29
C00745,Cliente 0745,Antofagasta,II,Retail,2024-08-09
C00746,Cliente 0746,La Serena,IV,Retail,2025-11-03
C00747,Cliente 0747,Talca,VII,Retail,2024-04-18
C00748,Cliente 0748,Puerto Montt,X,Premium,2024-06-19
C00749,Cliente 0749,Talca,VII,Corporate,2025-03-29
C00750,Cliente 0750,Temuco,IX,Retail,2025-10-10
C00751,Cliente 0751,Talca,VII,Retail,2026-02-23
C00752,Cliente 0752,Rancagua,VI,Corporate,2024-01-01
C00753,Cliente 0753,Antofagasta,II,Retail,2024-08-15
C00754,Cliente 0754,Antofagasta,II,Corporate,2025-06-07
C00755,Cliente 0755,Rancagua,VI,Retail,2024-05-21
C00756,Cliente 0756,Antofagasta,II,Retail,2025-02-13
C00757,Cliente 0757,Rancagua,VI,Retail,2026-04-25
C00758,Cliente 0758,Santiago,RM,Premium,2025-08-13
C00759,Cliente 0759,Temuco,IX,Premium,2025-03-20
C00760,Cliente 0760,Viña del Mar,V,Corporate,2025-10-11
C00761,Cliente 0761,Talca,VII,Retail,2024-11-30
C00762,Cliente 0762,Puerto Montt,X,Corporate,2026-02-09
C00763,Cliente 0763,Puerto Montt,X,Retail,2024-12-10
C00764,Cliente 0764,Antofagasta,II,Retail,2025-05-28
C00765,Cliente 0765,Talca,VII,Retail,2025-02-08
C00766,Cliente 0766,Talca,VII,Retail,2024-03-14
C00767,Cliente 0767,Valparaíso,V,Retail,2025-02-27
C00768,Cliente 0768,Santiago,RM,Premium,2024-06-22
C00769,Cliente 0769,Concepción,VIII,Retail,2026-04-17
C00770,Cliente 0770,Valparaíso,V,Retail,2024-02-25
C00771,Cliente 0771,Antofagasta,II,Retail,2025-12-11
C00772,Cliente 0772,Talca,VII,Retail,2025-07-13
C00773,Cliente 0773,Concepción,VIII,Retail,2025-11-15
C00774,Cliente 0774,Antofagasta,II,Retail,2024-10-17
C00775,Cliente 0775,Santiago,RM,Retail,2025-11-07
C00776,Cliente 0776,Valparaíso,V,Retail,2026-06-07
C00777,Cliente 0777,Valparaíso,V,Corporate,2025-05-11
C00778,Cliente 0778,Rancagua,VI,Retail,2025-12-30
C00779,Cliente 0779,Rancagua,VI,Retail,2024-06-09
C00780,Cliente 0780,La Serena,IV,Corporate,2025-05-28
C00781,Cliente 0781,Santiago,RM,Corporate,2024-10-13
C00782,Cliente 0782,Valparaíso,V,Premium,2025-06-17
C00783,Cliente 0783,Viña del Mar,V,Retail,2024-11-15
C00784,Cliente 0784,Concepción,VIII,Retail,2025-12-01
C00785,Cliente 0785,Talca,VII,Corporate,2025-03-16
C00786,Cliente 0786,Valparaíso,V,Retail,2026-01-06
C00787,Cliente 0787,Santiago,RM,Premium,2026-06-20
C00788,Cliente 0788,Antofagasta,II,Retail,2024-07-11
C00789,Cliente 0789,Viña del Mar,V,Retail,2025-08-03
C00790,Cliente 0790,Temuco,IX,Retail,2026-03-09
C00791,Cliente 0791,Temuco,IX,Retail,2025-01-31
C00792,Cliente 0792,Puerto Montt,X,Premium,2024-01-16
C00793,Cliente 0793,La Serena,IV,Premium,2024-03-08
C00794,Cliente 0794,Rancagua,VI,Retail,2026-06-06
C00795,Cliente 0795,Viña del Mar,V,Premium,2025-01-24
C00796,Cliente 0796,Talca,VII,Retail,2026-06-15
C00797,Cliente 0797,Santiago,RM,Premium,2024-09-08
C00798,Cliente 0798,Puerto Montt,X,Retail,2025-10-07
C00799,Cliente 0799,Antofagasta,II,Retail,2025-03-08
C00800,Cliente 0800,Concepción,VIII,Retail,2025-10-23
C00801,Cliente 0801,Viña del Mar,V,Corporate,2025-12-13
C00802,Cliente 0802,Concepción,VIII,Retail,2025-12-30
C00803,Cliente 0803,Concepción,VIII,Premium,2024-05-06
C00804,Cliente 0804,Talca,VII,Premium,2026-01-14
C00805,Cliente 0805,Santiago,RM,Premium,2024-12-09
C00806,Cliente 0806,Concepción,VIII,Retail,2025-12-30
C00807,Cliente 0807,RANCAGUA,VI,Retail,2024-07-04
C00808,Cliente 0808,Antofagasta,II,,2025-05-24
C00809,Cliente 0809,La Serena,IV,Retail,2025-11-06
C00810,Cliente 0810,Santiago,RM,Retail,2025-07-14
C00811,Cliente 0811, Santiago ,RM,Retail,2024-02-26
C00812,Cliente 0812,Viña del Mar,V,Premium,2024-11-01
C00813,Cliente 0813,Concepción,VIII,Retail,2024-10-18
C00814,Cliente 0814,Talca,VII,Retail,2025-04-11
C00815,Cliente 0815,Temuco,IX,Retail,2025-01-23
C00816,Cliente 0816,Rancagua,VI,Retail,2025-12-12
C00817,Cliente 0817,La Serena,IV,Retail,2024-04-21
C00818,Cliente 0818,Rancagua,VI,Premium,2025-09-11
C00819,Cliente 0819,Viña del Mar,V,Corporate,2024-12-28
C00820,Cliente 0820,Rancagua,VI,Retail,2024-07-03
C00821,Cliente 0821,Valparaíso,V,Retail,2025-10-02
C00822,Cliente 0822,PUERTO MONTT,X,Retail,2024-12-07
C00823,Cliente 0823,La Serena,IV,Retail,2024-09-17
C00824,Cliente 0824,Santiago,RM,Retail,2024-12-07
C00825,Cliente 0825,Concepción,VIII,Retail,2026-05-03
C00826,Cliente 0826,Santiago,RM,Retail,2025-05-08
C00827,Cliente 0827,Temuco,IX,Retail,2026-04-13
C00828,Cliente 0828,Viña del Mar,V,Premium,2024-11-19
C00829,Cliente 0829,Temuco,IX,Retail,2024-06-01
C00830,Cliente 0830,Talca,VII,Premium,2025-08-07
C00831,Cliente 0831,Antofagasta,II,Premium,2024-11-18
C00832,Cliente 0832,Temuco,IX,Retail,2024-11-05
C00833,Cliente 0833,Santiago,RM,Premium,2024-04-04
C00834,Cliente 0834,Concepción,VIII,Retail,2025-05-10
C00835,Cliente 0835,Valparaíso,V,Premium,2025-06-12
C00836,Cliente 0836,Talca,VII,Retail,2024-11-14
C00837,Cliente 0837,rancagua,VI,Premium,2024-04-15
C00838,Cliente 0838,Antofagasta,II,Retail,2024-08-02
C00839,Cliente 0839,Rancagua,VI,Retail,2024-10-06
C00840,Cliente 0840,Talca,VII,Retail,2024-07-30
C00841,Cliente 0841,Antofagasta,II,Retail,2024-06-24
C00842,Cliente 0842,Santiago,RM,Retail,2025-04-27
C00843,Cliente 0843,Concepción,VIII,Premium,2025-08-29
C00844,Cliente 0844,Antofagasta,II,Retail,2024-07-21
C00845,Cliente 0845,Viña del Mar,V,Retail,2026-04-12
C00846,Cliente 0846,Rancagua,VI,Retail,2024-08-17
C00847,Cliente 0847,Puerto Montt,X,Retail,2025-11-12
C00848,Cliente 0848,Santiago,RM,Retail,2024-04-25
C00849,Cliente 0849,Temuco,IX,Retail,2024-05-10
C00850,Cliente 0850,Temuco,IX,Retail,2024-03-13
C00851,Cliente 0851,Viña del Mar,V,Retail,2024-06-11
C00852,Cliente 0852,Viña del Mar,V,Retail,2025-03-21
C00853,Cliente 0853,Valparaíso,V,Premium,2025-12-29
C00854,Cliente 0854,Temuco,IX,Retail,2026-04-21
C00855,Cliente 0855,Valparaíso,V,Retail,2025-09-02
C00856,Cliente 0856,LA SERENA,IV,Premium,2026-06-27
C00857,Cliente 0857,Concepción,VIII,Retail,2025-04-08
C00858,Cliente 0858,La Serena,IV,Retail,2024-11-20
C00859,Cliente 0859,Puerto Montt,X,Premium,2024-12-18
C00860,Cliente 0860,CONCEPCIÓN,VIII,Premium,2024-03-04
C00861,Cliente 0861,Talca,VII,Premium,2025-01-02
C00862,Cliente 0862,Viña del Mar,V,Retail,2024-11-21
C00863,Cliente 0863,Concepción,VIII,Retail,2024-07-11
C00864,Cliente 0864,concepción,VIII,Retail,2026-06-12
C00865,Cliente 0865,Rancagua,VI,Retail,2024-05-19
C00866,Cliente 0866,Viña del Mar,V,Corporate,2025-09-30
C00867,Cliente 0867,Puerto Montt,X,Retail,2024-07-09
C00868,Cliente 0868, La Serena ,IV,Premium,2024-10-02
C00869,Cliente 0869,Santiago,RM,Retail,2025-12-22
C00870,Cliente 0870,Concepción,VIII,Premium,2025-06-23
C00871,Cliente 0871,Valparaíso,V,Retail,2025-10-07
C00872,Cliente 0872,Viña del Mar,V,Retail,2024-12-17
C00873,Cliente 0873,Rancagua,VI,Retail,2024-12-05
C00874,Cliente 0874,Concepción,VIII,Retail,2025-09-03
C00875,Cliente 0875,Rancagua,VI,Retail,2025-08-09
C00876,Cliente 0876,Santiago,RM,Retail,2024-03-25
C00877,Cliente 0877,,VIII,Retail,2024-10-08
C00878,Cliente 0878,Viña del Mar,V,Premium,2025-11-05
C00879,Cliente 0879,La Serena,IV,Retail,2026-03-29
C00880,Cliente 0880,Concepción,VIII,Retail,2026-04-21
C00881,Cliente 0881,Puerto Montt,X,Retail,2025-03-26
