order_id,order_item_id,product_id,quantity,unit_price,discount_pct,freight_value,item_total
O000972,1,P0152,1,817.49,0,2.41,819.9
O000973,1,P0230,2,438.21,0.05,18.56,851.16
O000974,1,P0031,2,397.25,0,4.86,799.36
O000975,1,P0230,1,438.21,0,12.32,450.53
O000976,1,P0070,1,298.91,0.1,17.45,286.47
O000976,2,P0032,1,577.34,0,15.19,592.53
O000976,3,P0196,1,753.97,0,4.82,758.79
O000976,4,P0146,2,288.94,0.15,7.12,498.32
O000977,1,P0172,2,461.92,0,12.87,936.71
O000978,1,P0179,1,159.25,0.15,23.98,159.34
O000979,1,P0270,1,949.79,0,2.06,951.85
O000980,1,P0249,4,575.36,0.1,4.74,2076.04
O000980,2,P0151,3,785.65,0.2,22.21,1907.77
O000981,1,P0320,1,907.09,0.1,16.37,832.75
O000981,2,P0084,1,294.21,0.2,20.78,256.15
O000981,3,P0289,1,88.04,0,9.01,97.05
O000982,1,P0296,2,428.51,0,6.98,864.0
O000983,1,P0237,1,956.17,0,14.6,970.77
O000983,2,P0128,1,835.43,0,17.98,853.41
O000984,1,P0118,1,588.11,0,30.07,618.18
O000984,2,P0177,1,95.11,0.15,7.86,88.7
O000985,1,P0188,1,480.75,0.1,22.02,454.69
O000986,1,P0285,2,53.42,0,16.77,123.61
O000986,2,P0270,1,949.79,0.15,15.34,822.66
O000987,1,P0269,2,256.16,0,2,514.32
O000988,1,P0068,3,148.48,0,2,447.44
O000989,1,P0160,1,413.02,0.1,12.51,384.23
O000990,1,P0262,1,519.27,0,4.76,524.03
O000991,1,P0216,1,823.56,0.1,12.92,754.12
O000992,1,P0198,1,764.66,0,11.08,775.74
O000992,2,P0252,1,259.81,0,8.92,268.73
O000993,1,P0114,2,967.11,0,5.99,1940.21
O000994,1,P0129,4,104.68,0,5.42,424.14
O000994,2,P0113,1,814.98,0.1,16.13,749.61
O000995,1,P0263,1,574.22,0,7.58,581.8
O000995,2,P0099,1,458.56,0,10.07,468.63
O000995,3,P0226,1,706.04,0.1,3.19,638.63
O000996,1,P0225,1,84.06,0,19.3,103.36
O000996,2,P0211,2,980.09,0.2,8.91,1577.05
O000996,3,P0107,1,435.88,0.1,20.76,413.05
O000996,4,P0083,1,594.36,0,19.1,613.46
O000997,1,P0319,1,702.73,0,4.47,707.2
O000998,1,P0002,1,556.12,0.15,8.37,481.07
O000998,2,P0175,2,568.15,0.1,17.93,1040.6
O000999,1,P0308,1,109.62,0.05,7.48,111.62
O001000,1,P0121,2,97.09,0,43.07,237.25
O001001,1,P0115,3,602.48,0,18.42,1825.86
O001002,1,P0036,2,67.34,0,4.78,139.46
O001002,2,P0084,2,294.21,0.05,2,561.0
O001002,3,P0044,1,456.63,0.15,2,390.14
O001003,1,P0027,1,406.86,0,2,408.86
O001003,2,P0146,1,288.94,0.1,5.62,265.67
O001003,3,P0051,1,371.95,0.15,2.44,318.6
O001003,4,P0121,1,97.09,0,6.59,103.68
O001004,1,P0229,1,81.64,0,24.81,106.45
O001004,2,P0207,1,469.0,0,3.49,472.49
O001004,3,P0293,2,564.26,0,16.24,1144.76
O001005,1,P0145,2,247.46,0,2,496.92
O001006,1,P0315,1,174.01,0,14.65,188.66
O001007,1,P0016,1,576.57,0.05,12.29,560.03
O001008,1,P0247,1,315.54,0,2,317.54
O001009,1,P0073,1,139.62,0.1,5.23,130.89
O001009,2,P0210,1,949.92,0.1,11.33,866.26
O001009,3,P0067,2,355.88,0,6.01,717.77
O001010,1,P0260,1,623.36,0,9.81,633.17
O001010,2,P0084,1,294.21,0,7.76,301.97
O001010,3,P0273,1,75.24,0,29.76,105.0
O001011,1,P0048,1,920.6,0,2,922.6
O001012,1,P0043,2,118.53,0.15,12.35,213.85
O001012,2,P0213,1,693.96,0,9.38,703.34
O001012,3,P0090,2,907.45,0,12.14,1827.04
O001012,4,P0295,1,164.98,0.05,17.05,173.78
O001013,1,P0263,2,574.22,0,14.67,1163.11
O001013,2,P0317,1,811.43,0.1,19.24,749.53
O001013,3,P0089,1,625.43,0.05,11.18,605.34
O001014,1,P0126,1,311.62,0,24.33,335.95
O001014,2,P0132,1,107.93,0,23.9,131.83
O001014,3,P0023,2,587.39,0.05,2,1118.04
O001015,1,P0162,1,529.22,0,14.64,543.86
O001016,1,P0287,3,756.46,0,16.68,2286.06
O001016,2,P0255,1,854.74,0.1,2.95,772.22
O001016,3,P0125,1,329.73,0.15,2,282.27
O001016,4,P0008,2,193.75,0.1,7.03,355.78
O001017,1,P0149,1,858.19,0.05,17.45,832.73
O001017,2,P0107,1,435.88,0,3.9,439.78
O001018,1,P0037,1,1028.12,0.05,16.4,993.11
O001019,1,P0108,3,957.8,0,25.47,2898.87
O001020,1,P0148,1,188.16,0,11.4,199.56
O001020,2,P0107,1,435.88,0,21.85,457.73
O001020,3,P0298,2,410.7,0.1,21.09,760.35
O001021,1,P0065,1,492.73,0.05,20.23,488.32
O001021,2,P0222,5,182.56,0,11.06,923.86
O001022,1,P0082,5,362.46,0.15,19.73,1560.18
O001023,1,P0109,1,194.26,0.2,2.32,157.73
O001024,1,P0279,1,489.87,0,17.81,507.68
O001025,1,P0190,1,449.88,0,2,451.88
O001026,1,P0248,1,363.73,0.1,8.11,335.47
O001026,2,P0271,1,775.17,0.1,14.74,712.39
O001027,1,P0046,3,190.18,0,2,572.54
O001028,1,P0133,1,17.03,0.05,2,18.18
O001028,2,P0284,1,501.64,0,10.9,512.54
O001028,3,P0007,1,306.83,0.2,13.21,258.67
O001029,1,P0215,1,1003.36,0.1,9.14,912.16
O001030,1,P0239,1,873.44,0,4.86,878.3
O001031,1,P0246,1,236.21,0.05,14.73,239.13
O001031,2,P0016,2,576.57,0.2,5.84,928.35
O001032,1,P0215,2,1003.36,0,22.69,2029.41
O001032,2,P0039,1,205.22,0,9.58,214.8
O001033,1,P0295,1,164.98,0,19.07,184.05
O001034,1,P0218,1,363.84,0,16.37,380.21
O001035,1,P0287,1,756.46,0,25.72,782.18
O001035,2,P0302,1,340.59,0,16.72,357.31
O001036,1,P0130,3,491.43,0,9.25,1483.54
O001036,2,P0134,2,574.47,0,16.26,1165.2
O001037,1,P0226,1,706.04,0,2,708.04
O001038,1,P0066,1,451.94,0.1,17.31,424.06
O001038,2,P0132,1,107.93,0.15,3.47,95.21
O001038,3,P0186,1,638.99,0.1,2,577.09
O001039,1,P0161,1,67.49,0.05,2,66.12
O001039,2,P0267,1,1088.78,0,26.95,1115.73
O001040,1,P0099,1,458.56,0.1,19.16,431.86
O001041,1,P0213,1,693.96,0.05,21.54,680.8
O001042,1,P0127,1,597.61,0,9.94,607.55
O001043,1,P0098,1,701.13,0,13.81,714.94
O001043,2,P0006,1,202.12,0,9.77,211.89
O001044,1,P0233,1,84.69,0.1,12.21,88.43
O001044,2,P0069,2,423.73,0,6.78,854.24
O001044,3,P0318,1,432.06,0,9.99,442.05
O001045,1,P0234,2,354.24,0,9.23,717.71
O001046,1,P0077,1,20.98,0,9.47,30.45
O001047,1,P0050,1,745.53,0.15,14.34,648.04
O001048,1,P0265,2,240.13,0.1,9.72,441.95
O001048,2,P0204,1,387.0,0,22.71,409.71
O001048,3,P0178,1,294.67,0.05,15.92,295.86
O001049,1,P0281,1,372.41,0.05,15.74,369.53
O001049,2,P0138,1,870.78,0,12.31,883.09
O001050,1,P0072,2,38.74,0.1,20.19,89.92
O001050,2,P0158,2,130.71,0,7.31,268.73
O001051,1,P0317,1,811.43,0.1,23.9,754.19
O001052,1,P0245,1,489.42,0.2,23.54,415.08
O001052,2,P0177,3,95.11,0.1,2,258.8
O001052,3,P0234,1,354.24,0,18.14,372.38
O001053,1,P0176,1,265.34,0,10.54,275.88
O001054,1,P0021,1,806.92,0.15,2.7,688.58
O001055,1,P0078,1,314.17,0.05,2,300.46
O001056,1,P0310,1,8.5,0,11.37,19.87
O001057,1,P0247,2,315.54,0,18.83,649.91
O001058,1,P0190,1,449.88,0.1,10.66,415.55
O001059,1,P0254,1,824.63,0,15.49,840.12
O001060,1,P0178,1,294.67,0,23.82,318.49
O001061,1,P0067,4,355.88,0,5.75,1429.27
O001061,2,P0269,1,256.16,0,5.23,261.39
O001061,3,P0039,5,205.22,0.15,2,874.18
O001061,4,P0023,1,587.39,0.1,26.33,554.98
O001062,1,P0160,1,413.02,0,19.42,432.44
O001063,1,P0003,1,146.76,0,2,148.76
O001063,2,P0137,2,168.37,0,10.93,347.67
O001064,1,P0314,1,745.22,0.1,9.94,680.64
O001064,2,P0289,1,88.04,0.2,10.87,81.3
O001064,3,P0225,3,84.06,0,2.72,254.9
O001065,1,P0201,1,583.78,0,2.91,586.69
O001066,1,P0033,1,310.62,0.15,19.25,283.28
O001067,1,P0074,1,81.29,0.05,2,79.23
O001068,1,P0305,1,330.82,0,17.75,348.57
O001069,1,P0032,1,577.34,0.1,2,521.61
O001070,1,P0306,1,219.19,0.15,12.65,198.96
O001070,2,P0233,1,84.69,0,14.96,99.65
O001071,1,P0075,1,233.38,0.1,2,212.04
O001072,1,P0115,1,602.48,0.1,16.33,558.56
O001073,1,P0143,1,110.16,0,16.56,126.72
O001073,2,P0154,1,25.6,0,9.66,35.26
O001074,1,P0236,1,397.11,0.15,2,339.54
O001074,2,P0143,2,110.16,0.15,15.58,202.85
O001075,1,P0177,1,95.11,0.05,17.76,108.11
O001076,1,P0180,2,358.61,0,2,719.22
O001076,2,P0087,1,118.02,0.05,8.12,120.24
O001077,1,P0189,2,630.91,0,9.66,1271.48
O001077,2,P0182,1,150.43,0,2,152.43
O001078,1,P0102,4,249.53,0,6.25,1004.37
O001079,1,P0312,1,681.66,0.05,21.09,668.67
O001080,1,P0206,1,75.89,0,3.68,79.57
O001080,2,P0142,1,483.04,0,13.94,496.98
O001080,3,P0301,1,263.33,0,10.93,274.26
O001081,1,P0247,2,315.54,0.05,18.08,617.61
O001081,2,P0158,4,130.71,0.1,12.98,483.54
O001082,1,P0044,1,456.63,0,14.05,470.68
O001082,2,P0067,1,355.88,0,3.89,359.77
O001082,3,P0038,1,778.2,0,23.46,801.66
O001083,1,P0080,1,194.14,0.1,16.23,190.96
O001084,1,P0167,1,9.0,0,17.17,26.17
O001085,1,P0091,3,86.5,0,5.23,264.73
O001085,2,P0154,2,25.6,0,6.17,57.37
O001086,1,P0085,2,554.3,0.15,2,944.31
O001087,1,P0170,2,444.66,0,2,891.32
O001088,1,P0240,2,237.45,0,17.14,492.04
O001088,2,P0076,1,1058.97,0,7.43,1066.4
O001089,1,P0113,5,814.98,0,16.47,4091.37
O001089,2,P0098,1,701.13,0.1,21.26,652.28
O001089,3,P0050,1,745.53,0.1,21.26,692.24
O001090,1,P0123,1,202.44,0.1,16.94,199.14
O001091,1,P0175,1,568.15,0,14.16,582.31
O001092,1,P0294,2,73.38,0.1,12.36,144.44
O001093,1,P0057,1,286.31,0,13.29,299.6
O001093,2,P0159,1,343.13,0,13.86,356.99
O001094,1,P0229,1,81.64,0.15,22.76,92.15
O001095,1,P0203,2,420.71,0.1,10.57,767.85
O001095,2,P0242,2,722.98,0.2,14.81,1171.58
O001095,3,P0189,1,630.91,0,14.16,645.07
O001096,1,P0306,2,219.19,0,2.96,441.34
O001097,1,P0039,1,205.22,0,2,207.22
O001097,2,P0223,1,72.48,0,15.22,87.7
O001097,3,P0073,1,139.62,0.1,27.45,153.11
O001098,1,P0099,1,458.56,0,13.89,472.45
O001099,1,P0115,1,602.48,0.1,17.77,560.0
O001100,1,P0294,1,73.38,0,19.75,93.13
O001101,1,P0194,3,140.84,0,2,424.52
O001102,1,P0173,1,758.26,0,6.37,764.63
O001103,1,P0208,2,723.84,0.2,21.47,1179.61
O001104,1,P0270,2,949.79,0,8.41,1907.99
O001105,1,P0140,2,227.4,0,10.11,464.91
O001106,1,P0029,1,490.19,0,3.6,493.79
O001106,2,P0227,1,292.14,0,18.9,311.04
O001107,1,P0048,1,920.6,0,9.07,929.67
O001107,2,P0223,2,72.48,0,2,146.96
O001107,3,P0115,1,602.48,0,20.72,623.2
O001107,4,P0077,2,20.98,0,16.46,58.42
O001108,1,P0308,2,109.62,0,2,221.24
O001108,2,P0219,1,553.58,0,7.4,560.98
O001109,1,P0221,1,188.81,0,7.48,196.29
O001109,2,P0176,2,265.34,0,4.06,534.74
O001110,1,P0135,1,504.23,0.15,8.48,437.08
O001110,2,P0225,1,84.06,0.1,15.58,91.23
O001110,3,P0018,1,598.9,0.15,23.22,532.28
O001111,1,P0137,2,168.37,0.05,2.41,322.31
O001111,2,P0116,1,339.23,0,10.03,349.26
O001111,3,P0013,1,110.57,0.2,27.38,115.84
O001111,4,P0068,2,148.48,0,3.32,300.28
O001112,1,P0282,1,856.4,0,15.16,871.56
O001113,1,P0292,1,386.72,0.15,10.34,339.05
O001113,2,P0061,1,776.86,0.1,3.76,702.93
O001113,3,P0204,2,387.0,0,16.35,790.35
O001114,1,P0048,1,920.6,0,6.43,927.03
O001114,2,P0138,1,870.78,0,7.41,878.19
O001114,3,P0266,5,242.67,0,7.16,1220.51
O001115,1,P0171,1,427.19,0.1,7.44,391.91
O001115,2,P0044,1,456.63,0,2,458.63
O001116,1,P0179,1,159.25,0,13.28,172.53
O001117,1,P0293,1,564.26,0,9.33,573.59
O001117,2,P0230,2,438.21,0,3.25,879.67
O001118,1,P0160,2,413.02,0,23.27,849.31
O001118,2,P0159,2,343.13,0.1,20.6,638.23
O001118,3,P0297,1,38.06,0.1,2,36.25
O001118,4,P0260,5,623.36,0,2,3118.8
O001119,1,P0107,1,435.88,0.15,27.34,397.84
O001119,2,P0258,1,81.39,0,22.34,103.73
O001120,1,P0199,1,324.1,0,21.47,345.57
O001120,2,P0263,1,574.22,0.15,2,490.09
O001121,1,P0137,1,168.37,0.05,4.49,164.44
O001121,2,P0295,2,164.98,0,4.65,334.61
O001121,3,P0171,3,427.19,0.1,27.29,1180.7
O001121,4,P0318,1,432.06,0,16.67,448.73
O001122,1,P0214,1,42.92,0.05,31.14,71.91
O001122,2,P0010,1,362.93,0,7.75,370.68
O001122,3,P0320,1,907.09,0.15,8.58,779.61
O001122,4,P0198,2,764.66,0.2,13.92,1237.38
O001123,1,P0283,3,433.94,0,2,1303.82
O001124,1,P0001,1,342.26,0.05,2,327.15
O001125,1,P0008,1,193.75,0.1,7.63,182.0
O001126,1,P0079,1,165.37,0.05,2.26,159.36
O001126,2,P0027,1,406.86,0,8.5,415.36
O001127,1,P0018,1,598.9,0.2,19.47,498.59
O001128,1,P0167,1,9.0,0,11.53,20.53
O001129,1,P0063,1,310.44,0,3.5,313.94
O001129,2,P0171,1,427.19,0.2,12.2,353.95
O001130,1,P0046,3,190.18,0.1,4.48,517.97
O001131,1,P0099,1,458.56,0,12.37,470.93
O001131,2,P0199,1,324.1,0.1,18.49,310.18
O001132,1,P0139,1,531.18,0,20.19,551.37
O001132,2,P0083,1,594.36,0,12.8,607.16
O001133,1,P0189,1,630.91,0,12.14,643.05
O001134,1,P0039,1,205.22,0,15.26,220.48
O001135,1,P0032,1,577.34,0.15,18.14,508.88
O001136,1,P0015,1,284.04,0.05,23.47,293.31
O001136,2,P0191,4,654.69,0,7.5,2626.26
O001136,3,P0172,1,461.92,0.15,4.85,397.48
O001137,1,P0086,2,579.39,0.1,2,1044.9
O001138,1,P0005,1,9999.99,0.2,2.64,8002.63
O001138,2,P0145,1,247.46,0.05,16.64,251.73
O001139,1,P0059,1,953.24,0.2,9.05,771.64
O001140,1,P0265,1,240.13,0,13.95,254.08
O001140,2,P0206,1,75.89,0.1,6.94,75.24
O001141,1,P0255,1,854.74,0.05,11.49,823.49
O001142,1,P0235,1,6.83,0,3.84,10.67
O001142,2,P0060,1,27.23,0,17.39,44.62
O001143,1,P0172,1,461.92,0.1,12.44,428.17
O001144,1,P0135,1,504.23,0,12.27,516.5
O001145,1,P0207,2,469.0,0.1,6.39,850.59
O001145,2,P0158,1,130.71,0,14.9,145.61
O001145,3,P0080,1,194.14,0.15,16.21,181.23
O001146,1,P0294,1,73.38,0,376.64,450.02
O001146,2,P0176,1,265.34,0.15,3.41,228.95
O001146,3,P0200,1,499.63,0,19.27,518.9
O001146,4,P0319,1,702.73,0,6.51,709.24
O001147,1,P0239,1,873.44,0.05,2,831.77
O001148,1,P0087,1,118.02,0.05,11.56,123.68
O001149,1,P0265,1,240.13,0,15.13,255.26
O001149,2,P0030,1,122.57,0,23.21,145.78
O001150,1,P0087,1,118.02,0.1,15.6,121.82
O001150,2,P0215,1,1003.36,0,6.35,1009.71
O001150,3,P0054,3,429.08,0.05,3.26,1226.14
O001151,1,P0086,1,579.39,0.15,5.73,498.21
O001151,2,P0317,1,811.43,0.1,21.59,751.88
O001151,3,P0213,1,693.96,0.05,29.02,688.28
O001152,1,P0091,1,86.5,0,15.57,102.07
O001152,2,P0096,1,224.82,0,13.72,238.54
O001153,1,P0227,1,292.14,0.15,17.76,266.08
O001154,1,P0103,2,158.36,0.1,9.86,294.91
O001155,1,P0123,1,202.44,0,15.47,217.91
O001156,1,P0232,1,295.67,0,14.22,309.89
O001156,2,P0045,1,72.1,0.05,5.78,74.27
O001156,3,P0136,5,784.55,0.1,2,3532.47
O001157,1,P0044,1,456.63,0,19.01,475.64
O001157,2,P0316,1,419.97,0,7.55,427.52
O001157,3,P0177,1,95.11,0,17.42,112.53
O001158,1,P0053,1,360.49,0,13.36,373.85
O001158,2,P0162,2,529.22,0.05,4.13,1009.65
O001158,3,P0179,1,159.25,0.1,2,145.33
O001159,1,P0077,1,20.98,0,21.03,42.01
O001160,1,P0205,1,468.82,0,7.99,476.81
O001161,1,P0318,1,432.06,0.1,29.93,418.78
O001162,1,P0178,2,294.67,0,5.45,594.79
O001162,2,P0054,4,429.08,0,2,1718.32
O001163,1,P0296,3,428.51,0,7.62,1293.15
O001163,2,P0015,1,284.04,0.05,5.58,275.42
O001164,1,P0116,2,339.23,0.2,2,544.77
O001164,2,P0034,1,293.49,0.15,2,251.47
O001165,1,P0073,2,139.62,0,15.42,294.66
O001166,1,P0264,1,502.16,0,21.83,523.99
O001166,2,P0044,1,456.63,0.15,6.33,394.47
O001167,1,P0011,1,363.12,0.05,23.63,368.59
O001168,1,P0155,1,88.23,0,19.81,108.04
O001168,2,P0001,1,342.26,0,13.67,355.93
O001169,1,P0060,1,27.23,0,8.06,35.29
O001170,1,P0145,1,247.46,0,16.55,264.01
O001171,1,P0083,2,594.36,0,9.56,1198.28
O001171,2,P0260,1,623.36,0.2,6.44,505.13
O001172,1,P0076,1,1058.97,0.05,17.72,1023.74
O001172,2,P0073,1,139.62,0,11.58,151.2
O001173,1,P0066,1,451.94,0,3.63,455.57
O001173,2,P0311,1,347.85,0,16.22,364.07
O001174,1,P0130,1,491.43,0.15,19.41,437.13
O001175,1,P0119,1,229.62,0,28.12,257.74
O001176,1,P0053,2,360.49,0,11.32,732.3
O001176,2,P0186,1,638.99,0,9.21,648.2
O001177,1,P0178,1,294.67,0,2,296.67
O001177,2,P0190,3,449.88,0,11.69,1361.33
O001178,1,P0286,3,518.79,0.15,6.28,1329.19
O001178,2,P0279,1,489.87,0.1,20.69,461.57
O001178,3,P0158,1,130.71,0,14.26,144.97
O001179,1,P0061,4,776.86,0.05,11.25,2963.32
O001180,1,P0048,2,920.6,0.05,2,1751.14
O001181,1,P0032,1,577.34,0.15,2,492.74
O001182,1,P0036,1,67.34,0,19.51,86.85
O001182,2,P0311,2,347.85,0,12.14,707.84
O001183,1,P0308,1,109.62,0.05,5.95,110.09
O001183,2,P0013,1,110.57,0,18.85,129.42
O001184,1,P0092,1,901.51,0,2,903.51
O001184,2,P0154,1,25.6,0.05,2,26.32
O001185,1,P0305,1,330.82,0,15.53,346.35
O001186,1,P0306,1,219.19,0,17.31,236.5
O001186,2,P0272,2,724.17,0,10.68,1459.02
O001187,1,P0109,2,194.26,0.1,4.67,354.34
O001187,2,P0107,1,435.88,0,2,437.88
O001188,1,P0167,1,9.0,0.15,2,9.65
O001188,2,P0307,1,69.12,0,5.35,74.47
O001189,1,P0160,5,413.02,0,2,2067.1
O001190,1,P0144,1,649.77,0,7.62,657.39
O001190,2,P0173,1,758.26,0,6.63,764.89
O001191,1,P0259,1,849.86,0,18.08,867.94
O001191,2,P0191,1,654.69,0.15,8.73,565.22
O001192,1,P0050,1,745.53,0.15,8.53,642.23
O001192,2,P0151,1,785.65,0.05,18.08,764.45
O001192,3,P0262,1,519.27,0.2,9.93,425.35
O001192,4,P0238,5,645.9,0,2,3231.5
O001193,1,P0308,1,109.62,0.05,2,106.14
O001193,2,P0174,1,845.79,0,14.0,859.79
O001194,1,P0165,1,27.21,0,10.86,38.07
O001195,1,P0261,3,745.54,0.1,13.27,2026.23
O001196,1,P0190,2,449.88,0.1,11.81,821.59
O001197,1,P0285,1,53.42,0.05,7.51,58.26
O001197,2,P0105,1,18.23,0,21.04,39.27
O001198,1,P0092,1,901.51,0,10.21,911.72
O001198,2,P0255,3,854.74,0.1,4.74,2312.54
O001198,3,P0218,2,363.84,0,27.19,754.87
O001199,1,P0138,2,870.78,0,3.23,1744.79
O001199,2,P0304,1,396.52,0.05,9.71,386.4
O001200,1,P0051,1,371.95,0,23.13,395.08
O001200,2,P0075,2,233.38,0,16.44,483.2
O001201,1,P0288,1,898.37,0.15,2,765.61
O001202,1,P0151,1,785.65,0,13.33,798.98
O001203,1,P0047,1,224.37,0,2,226.37
O001204,1,P0028,1,305.36,0,15.15,320.51
O001205,1,P0123,1,202.44,0.15,7.37,179.44
O001206,1,P0299,2,28.85,0,6.65,64.35
O001206,2,P0143,1,110.16,0,19.19,129.35
O001207,1,P0157,1,807.11,0.1,5.45,731.85
O001208,1,P0129,1,104.68,0.05,15.3,114.75
O001208,2,P0122,1,149.46,0.05,16.88,158.87
O001208,3,P0043,1,118.53,0.05,2.83,115.43
O001209,1,P0001,2,342.26,0.15,9.17,591.01
O001210,1,P0083,1,594.36,0.15,2.62,507.83
O001211,1,P0082,1,362.46,0.1,4.81,331.02
O001211,2,P0045,1,72.1,0,2,74.1
O001211,3,P0271,1,775.17,0.1,10.01,707.66
O001212,1,P0302,2,340.59,0.15,11.49,590.49
O001213,1,P0017,1,237.22,0,16.16,253.38
O001213,2,P0013,1,110.57,0,13.19,123.76
O001214,1,P0277,1,49.26,0.05,15.97,62.77
O001214,2,P0302,1,340.59,0.1,14.12,320.65
O001215,1,P0055,1,237.15,0.15,7.84,209.42
O001215,2,P0219,1,553.58,0,8.49,562.07
O001216,1,P0160,1,413.02,0.1,37.38,409.1
O001217,1,P0304,2,396.52,0,13.87,806.91
O001218,1,P0186,1,638.99,0.1,7.27,582.36
O001219,1,P0182,3,150.43,0.2,2.95,363.98
O001220,1,P0086,1,579.39,0,15.38,594.77
O001220,2,P0210,1,949.92,0,12.19,962.11
O001220,3,P0247,2,315.54,0.05,2,601.53
O001221,1,P0024,1,832.14,0,2,834.14
O001222,1,P0239,2,873.44,0,21.84,1768.72
O001222,2,P0313,1,555.72,0,10.48,566.2
O001222,3,P0032,3,577.34,0,4.47,1736.49
O001223,1,P0156,1,90.87,0,6.94,97.81
O001223,2,P0110,1,1039.88,0,15.5,1055.38
O001223,3,P0197,1,756.59,0.05,2,720.76
O001223,4,P0272,1,724.17,0.1,18.04,669.79
O001224,1,P0212,1,486.38,0.1,5.09,442.83
O001224,2,P0247,1,315.54,0,8.5,324.04
O001225,1,P0126,1,311.62,0,10.01,321.63
O001226,1,P0114,2,967.11,0.1,9.16,1749.96
O001226,2,P0079,1,165.37,0,2,167.37
O001227,1,P0177,1,95.11,0,17.11,112.22
O001228,1,P0037,1,1028.12,0,3.1,1031.22
O001228,2,P0279,1,489.87,0,14.87,504.74
O001229,1,P0290,2,617.79,0.1,22.67,1134.69
O001229,2,P0101,1,92.83,0,21.04,113.87
O001230,1,P0303,3,483.69,0,19.86,1470.93
O001231,1,P0073,1,139.62,0,9.84,149.46
O001231,2,P0167,1,9.0,0.2,28.48,35.68
O001231,3,P0135,1,504.23,0,12.2,516.43
O001232,1,P0055,2,237.15,0,2,476.3
O001233,1,P0214,2,42.92,0,8.25,94.09
O001233,2,P0201,1,583.78,0.1,5.38,530.78
O001233,3,P0230,1,438.21,0.15,6.61,379.09
O001234,1,P0231,1,766.78,0,19.39,786.17
O001235,1,P0274,1,832.77,0,2,834.77
O001236,1,P0289,3,88.04,0,20.25,284.37
O001236,2,P0151,4,785.65,0,12.1,3154.7
O001236,3,P0184,1,112.13,0,26.12,138.25
O001237,1,P0239,1,873.44,0,2.72,876.16
O001238,1,P0125,1,329.73,0,16.91,346.64
O001239,1,P0062,1,673.39,0.05,2,641.72
O001239,2,P0190,2,449.88,0,2.88,902.64
O001240,1,P0089,2,625.43,0.15,14.69,1077.92
O001240,2,P0196,1,753.97,0,9.84,763.81
O001241,1,P0132,2,107.93,0.15,10.96,194.44
O001242,1,P0286,2,518.79,0,15.07,1052.65
O001243,1,P0144,1,649.77,0,8.68,658.45
O001243,2,P0078,2,314.17,0,22.18,650.52
O001244,1,P0124,3,336.97,0.1,25.23,935.05
O001245,1,P0112,1,400.76,0,8.29,409.05
O001245,2,P0055,1,237.15,0.2,21.12,210.84
O001246,1,P0036,1,67.34,0,17.26,84.6
O001247,1,P0102,2,249.53,0,341.86,840.92
O001247,2,P0104,1,521.9,0,5.75,527.65
O001248,1,P0066,4,451.94,0.1,2,1628.98
O001248,2,P0280,1,128.6,0.05,10.84,133.01
O001248,3,P0161,1,67.49,0,12.53,80.02
O001249,1,P0075,1,233.38,0,22.27,255.65
O001249,2,P0305,2,330.82,0.1,18.82,614.3
O001249,3,P0046,1,190.18,0,10.29,200.47
O001250,1,P0178,1,294.67,0,18.83,313.5
O001250,2,P0052,3,782.48,0,15.69,2363.13
O001251,1,P0173,2,758.26,0,2,1518.52
O001251,2,P0012,1,529.58,0.15,20.34,470.48
O001251,3,P0234,3,354.24,0,6.25,1068.97
O001252,1,P0108,1,957.8,0.1,11.27,873.29
O001253,1,P0042,1,584.05,0,6.98,591.03
O001254,1,P0267,1,1088.78,0,19.29,1108.07
O001255,1,P0315,2,174.01,0,10.52,358.54
O001256,1,P0218,1,363.84,0,3.99,367.83
O001257,1,P0007,2,306.83,0,2,615.66
O001258,1,P0167,3,9.0,0.2,11.58,33.18
O001258,2,P0262,2,519.27,0,14.25,1052.79
O001258,3,P0279,1,489.87,0,9.67,499.54
O001259,1,P0128,1,835.43,0.1,19.57,771.46
O001260,1,P0216,1,823.56,0.15,16.54,716.57
O001260,2,P0256,2,847.43,0,8.34,1703.2
O001261,1,P0019,1,618.71,0.1,17.32,574.16
O001261,2,P0319,1,702.73,0.1,23.92,656.38
O001261,3,P0126,1,311.62,0,20.03,331.65
O001262,1,P0263,5,574.22,0,2,2873.1
O001263,1,P0091,2,86.5,0,2,175.0
O001263,2,P0116,3,339.23,0.15,9.2,874.24
O001263,3,P0293,4,564.26,0,18.21,2275.25
O001264,1,P0227,5,292.14,0,23.98,1484.68
O001265,1,P0303,1,483.69,0,8.01,491.7
O001266,1,P0062,2,673.39,0.15,21.71,1166.47
O001266,2,P0177,2,95.11,0.05,6.35,187.06
O001267,1,P0054,4,429.08,0,31.84,1748.16
O001268,1,P0039,2,205.22,0.1,7.97,377.37
O001269,1,P0045,2,72.1,0.2,5.74,121.1
O001269,2,P0246,1,236.21,0,13.0,249.21
O001270,1,P0027,5,406.86,0,5.67,2039.97
O001271,1,P0310,1,8.5,0.1,27.94,35.59
O001271,2,P0045,1,72.1,0,12.1,84.2
O001271,3,P0253,2,162.64,0.1,10.24,302.99
O001272,1,P0147,1,535.43,0.2,15.44,443.78
O001273,1,P0086,1,579.39,0.15,10.18,502.66
O001273,2,P0194,1,140.84,0.2,11.99,124.66
O001274,1,P0236,1,397.11,0,9.94,407.05
